material_id,formula,band_gap,hull_eV,formation_eV,density,point_group,spacegroup,crystal_system,piezoelectric_modulus,refractive_index,e_total,e_electronic,photonic_score,photonic_notes,r_est,loss_est_dB,sq_dB_pred,r_estimated,T_total
mp-21794,Sm2Si2O7,4.7966,0.0147499980681669,-3.622445458068182,5.753872029136012,4,P4_1,Tetragonal,0.0,,,,6,✓ Noncentro (4) — χ⁽²⁾ allowed | ✓ Gap 4.80 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-1209039,Sm2BeGa2O7,3.5466,0.0566369271527751,-3.0630841804166664,6.0778223922951256,-42m,P-42_1m,Tetragonal,0.0,,,,6,✓ Noncentro (-42m) — χ⁽²⁾ allowed | ✓ Gap 3.55 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-1198580,K2NdH4N5O17,3.5537,0.0051757685344817,-1.4197126788620698,2.452372891948987,mm2,Fdd2,Orthorhombic,0.0,,,,6,✓ Noncentro (mm2) — χ⁽²⁾ allowed | ✓ Gap 3.55 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-1204322,NiPH15O11,5.0997,0.008167121205358,-1.459361150478317,1.888778141826133,mm2,Pmn2_1,Orthorhombic,0.0,,,,6,✓ Noncentro (mm2) — χ⁽²⁾ allowed | ✓ Gap 5.10 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-1220246,NiH8(ClO2)2,4.3162,0.0785464608333343,-1.1527846678333329,2.2079259807156872,m,Pc,Monoclinic,0.0,,,,6,✓ Noncentro (m) — χ⁽²⁾ allowed | ✓ Gap 4.32 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-3217263,NiH7C3NO6,3.2794,0.0923744988425907,-0.8612128328240731,1.93132808683844,6,P6_3,Hexagonal,0.0,,,,6,✓ Noncentro (6) — χ⁽²⁾ allowed | ✓ Gap 3.28 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-23877,NiH14SO11,5.328,0.0057454300925909,-1.380692313425926,1.9499442767007888,222,P2_12_12_1,Orthorhombic,0.0,,,,6,✓ Noncentro (222) — χ⁽²⁾ allowed | ✓ Gap 5.33 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-756977,NiH12SO9,4.4322,0.034328845697467,-1.3251404725000009,1.993206730999368,1,R3,Trigonal,0.0,,,,6,✓ Noncentro (1) — χ⁽²⁾ allowed | ✓ Gap 4.43 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-695985,NiH12SO10,5.0600000000000005,0.0077121412499998,-1.3920299460416663,2.0552897203646343,422,P4_32_12,Tetragonal,0.0,,,,6,✓ Noncentro (422) — χ⁽²⁾ allowed | ✓ Gap 5.06 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-559054,NiH12SO10,4.986800000000001,0.0062983851041664,-1.3934437021875,2.0373927454305463,422,P4_12_12,Tetragonal,0.0,,,,6,✓ Noncentro (422) — χ⁽²⁾ allowed | ✓ Gap 4.99 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-1224808,K2SnHOF6,5.2971350947454985,0.0216353994318199,-2.6220631487045463,2.7927231906991867,mm2,Fdd2,Orthorhombic,0.0,,,,6,✓ Noncentro (mm2) — χ⁽²⁾ allowed | ✓ Gap 5.30 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-735535,NiPH6NO5,4.3435,0.0003883242757902,-1.4327430712244902,2.752016801664434,mm2,Pmn2_1,Orthorhombic,0.0,,,,6,✓ Noncentro (mm2) — χ⁽²⁾ allowed | ✓ Gap 4.34 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-559732,K2Nd(PO3)5,5.2483,0.0066050058695434,-2.8580895345745345,3.054168353051237,m,Cc,Monoclinic,0.0,,,,6,✓ Noncentro (m) — χ⁽²⁾ allowed | ✓ Gap 5.25 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-684816,K2NaNb(OF2)2,2.3831,0.0888222455454545,-2.973494078087931,3.140554828333709,2,P2_1,Monoclinic,0.265012200039241,1.5964209751335492,29.52135106515549,2.548559929846352,6,✓ Noncentro (2) — χ⁽²⁾ allowed | △ Gap 2.38 eV — marginal TPA risk | △ n=1.60 — weak confinement | △ Piezo=0.27 C/m² — moderate,0.0808,0.2492,0.35,0.0808,0.5184
mp-690372,K2NaMo(OF)3,3.0415,0.0219210910119063,-2.521912088087931,3.185857307603633,4mm,P4_2nm,Tetragonal,0.7682276845911921,1.6194715370429322,11.930999151353795,2.622688059292197,6,✓ Noncentro (4mm) — χ⁽²⁾ allowed | △ Gap 3.04 eV — marginal TPA risk | △ n=1.62 — weak confinement | △ Piezo=0.77 C/m² — moderate,0.2326,0.2387,0.938,0.2326,0.5222
mp-1224065,K2MnH8(SO6)2,4.4676,0.0042616306500029,-1.7441489236972416,2.220679781763367,1,P1,Triclinic,0.0,,,,6,✓ Noncentro (1) — χ⁽²⁾ allowed | ✓ Gap 4.47 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-863010,K2TeH6SeO10,3.4008,0.00078725925,-1.4938706940505213,2.917991234746862,m,Cc,Monoclinic,0.0,,,,6,✓ Noncentro (m) — χ⁽²⁾ allowed | ✓ Gap 3.40 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-567227,K2NiP2O7,3.4003,0.0665960413541686,-2.4037594841696417,2.920000722415108,2,P2_1,Monoclinic,0.0,,,,6,✓ Noncentro (2) — χ⁽²⁾ allowed | ✓ Gap 3.40 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-15598,K2Ni2(SO4)3,3.8754,0.0181931959210528,-1.899630663,3.2556249685998724,23,P2_13,Cubic,0.0,,,,6,✓ Noncentro (23) — χ⁽²⁾ allowed | ✓ Gap 3.88 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-1211887,K2Ni(PO3)4,4.734500000000001,0.0187361921052646,-2.543000949109023,2.7933145468431158,m,Cc,Monoclinic,0.0,,,,6,✓ Noncentro (m) — χ⁽²⁾ allowed | ✓ Gap 4.73 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-639733,SiO2,5.6305,0.0241837704166663,-3.248647573472224,1.811518524701814,mm2,Pca2_1,Orthorhombic,0.0,,,,6,✓ Noncentro (mm2) — χ⁽²⁾ allowed | ✓ Gap 5.63 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-639682,SiO2,5.6453,0.0347613625555567,-3.2380699813333345,1.58982169377308,-42m,I-4m2,Tetragonal,0.04176,1.3528030319796498,2.92969568,1.8300760433333327,6,✓ Noncentro (-42m) — χ⁽²⁾ allowed | ✓ Gap 5.65 eV — transparent at 775nm | ✗ n=1.35 — outside useful range | — Piezo=0.042 C/m² — weak or no data,0.0138,0.3516,0.057,0.0138,0.483
mp-639506,SiO2,5.6572,0.0189062063888894,-3.253925137500001,1.854004578798761,222,I2_12_12_1,Orthorhombic,0.0,,,,6,✓ Noncentro (222) — χ⁽²⁾ allowed | ✓ Gap 5.66 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-600091,SiO2,5.685499999999999,0.0187084703703703,-3.2541228735185195,1.7593398885273763,mm2,Imm2,Orthorhombic,0.0,,,,6,✓ Noncentro (mm2) — χ⁽²⁾ allowed | ✓ Gap 5.69 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-600071,SiO2,5.4719,0.0214578024999987,-3.2513735413888907,1.803998352997876,mm2,Fmm2,Orthorhombic,0.0,,,,6,✓ Noncentro (mm2) — χ⁽²⁾ allowed | ✓ Gap 5.47 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-600067,SiO2,5.74,0.0334408921031759,-3.239390451785713,1.372429634637767,-42m,I-4m2,Tetragonal,0.0,,,,6,✓ Noncentro (-42m) — χ⁽²⁾ allowed | ✓ Gap 5.74 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-600059,SiO2,5.7102,0.0134088112418311,-3.259422532647059,1.9873424982774288,-4,P-4,Tetragonal,0.051098178538965,1.4387290768823249,3.57998594,2.0699413566666665,6,✓ Noncentro (-4) — χ⁽²⁾ allowed | ✓ Gap 5.71 eV — transparent at 775nm | ✗ n=1.44 — outside useful range | — Piezo=0.051 C/m² — weak or no data,0.0164,0.3306,0.069,0.0164,0.49
mp-600055,SiO2,6.4016,0.0190125948412696,-3.25381874904762,1.7395458729643734,mm2,Amm2,Orthorhombic,0.0,,,,6,✓ Noncentro (mm2) — χ⁽²⁾ allowed | ✓ Gap 6.40 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-600054,SiO2,5.8369,0.0239432865451405,-3.2488880573437497,1.4923010706945412,422,P4_122,Tetragonal,0.0,,,,6,✓ Noncentro (422) — χ⁽²⁾ allowed | ✓ Gap 5.84 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-600049,SiO2,5.646800000000001,0.0361580836805561,-3.236673260208333,1.8357270650935744,222,C222_1,Orthorhombic,0.0,,,,6,✓ Noncentro (222) — χ⁽²⁾ allowed | ✓ Gap 5.65 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-600001,SiO2,5.491,0.0366221502222234,-3.2362091936666677,1.627087941451441,-42m,P-4m2,Tetragonal,0.026615499243861,1.358295564301084,3.0048496033333336,1.8449668400000003,6,✓ Noncentro (-42m) — χ⁽²⁾ allowed | ✓ Gap 5.49 eV — transparent at 775nm | ✗ n=1.36 — outside useful range | — Piezo=0.027 C/m² — weak or no data,0.0088,0.3502,0.037,0.0088,0.4835
mp-770406,Sm2WO6,3.7504,0.0020639447222219,-3.264933481388889,7.775359322942301,222,P2_12_12_1,Orthorhombic,0.0,,,,6,✓ Noncentro (222) — χ⁽²⁾ allowed | ✓ Gap 3.75 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-765639,Sm11Y5O24,3.8606,0.0049894202187488,-3.885687876875,6.479979514107718,1,P1,Triclinic,0.0,,,,6,✓ Noncentro (1) — χ⁽²⁾ allowed | ✓ Gap 3.86 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-1219220,SiPN3,4.2125,0.0161487693333324,-0.8615569245119034,2.947383563565063,2,P2_1,Monoclinic,0.0,,,,6,✓ Noncentro (2) — χ⁽²⁾ allowed | ✓ Gap 4.21 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-1258196,SiO2,5.6532,0.0123525547712421,-3.2604787891176468,1.7807076755692732,2,P2,Monoclinic,0.0,,,,6,✓ Noncentro (2) — χ⁽²⁾ allowed | ✓ Gap 5.65 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-1257168,SiO2,5.5917,0.0287300303333353,-3.2441013135555554,1.579809179526208,622,P6_122,Hexagonal,0.0,,,,6,✓ Noncentro (622) — χ⁽²⁾ allowed | ✓ Gap 5.59 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-1250261,SiO2,6.4819,0.0214047216666681,-3.251426622222222,1.6067296809902027,-6m2,P-6m2,Hexagonal,0.0,,,,6,✓ Noncentro (-6m2) — χ⁽²⁾ allowed | ✓ Gap 6.48 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-1188220,SiO2,5.4518,0.0165300155555563,-3.256301328333334,1.6886419875287535,-43m,I-43m,Cubic,0.0,,,,6,✓ Noncentro (-43m) — χ⁽²⁾ allowed | ✓ Gap 5.45 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-733508,SmH5(SeO4)2,4.432,0.0375807417968561,-1.6882816003710932,3.3716913073561146,222,P2_12_12_1,Orthorhombic,0.0,,,,6,✓ Noncentro (222) — χ⁽²⁾ allowed | ✓ Gap 4.43 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-863014,SmH32C8N4Cl7,4.8246,0.0609410087499959,-0.5639728486538468,1.533503648617121,222,P2_12_12,Orthorhombic,0.0,,,,6,✓ Noncentro (222) — χ⁽²⁾ allowed | ✓ Gap 4.82 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-1219063,SmGd3Al4O12,3.249000000000001,0.0069338211749983,-3.6916407002500007,7.1767371738128745,m,Pm,Monoclinic,0.0,,,,6,✓ Noncentro (m) — χ⁽²⁾ allowed | ✓ Gap 3.25 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-1208640,SmGa3(BO3)4,4.3812,0.0130119211666652,-2.7794629902083328,4.920213938319408,32,R32,Trigonal,0.0,,,,6,✓ Noncentro (32) — χ⁽²⁾ allowed | ✓ Gap 4.38 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-1224963,K2Sc2P2WO12,3.6869,0.0042274986403505,-2.9692773398045107,3.41115486857526,1,P1,Triclinic,0.0,,,,6,✓ Noncentro (1) — χ⁽²⁾ allowed | ✓ Gap 3.69 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-1205479,K2SbF5,4.7325,0.0045042043181853,-2.9142294649943183,3.2660495313271505,2,P2_1,Monoclinic,0.0,,,,6,✓ Noncentro (2) — χ⁽²⁾ allowed | ✓ Gap 4.73 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-649747,K2SbF5,4.3752,0.0093352045454571,-2.9093984647670457,3.260588683834108,2,P2_1,Monoclinic,0.0,,,,6,✓ Noncentro (2) — χ⁽²⁾ allowed | ✓ Gap 4.38 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-1211716,K2TiGe(PO5)2,3.2743,0.0002403427343748,-2.7678868206011917,3.2174216123029167,mm2,Pna2_1,Orthorhombic,0.0,,,,6,✓ Noncentro (mm2) — χ⁽²⁾ allowed | ✓ Gap 3.27 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-557301,K2Ti(Si2O5)3,4.056,0.0019910500000008,-3.1891018772013893,2.735117845672992,2,P2_1,Monoclinic,0.0,,,,6,✓ Noncentro (2) — χ⁽²⁾ allowed | ✓ Gap 4.06 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-17617,K2Ti(Si2O5)3,4.0684000000000005,0.0020910927083352,-3.189001834493054,2.685570446188835,m,Cc,Monoclinic,0.0,,,,6,✓ Noncentro (m) — χ⁽²⁾ allowed | ✓ Gap 4.07 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-1224035,K2SrCl4,5.0063,0.0282644217857157,-2.4969488435,2.525312220299974,m,Cc,Monoclinic,0.0,,,,6,✓ Noncentro (m) — χ⁽²⁾ allowed | ✓ Gap 5.01 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-674465,K2SrCl4,4.988099999999999,0.0270258692857163,-2.498187396,2.5012274872093707,m,Pc,Monoclinic,0.0,,,,6,✓ Noncentro (m) — χ⁽²⁾ allowed | ✓ Gap 4.99 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-1198667,K2SrB8(HO)28,5.1238,0.0162715749160522,-1.8715907114975123,1.8935706983309557,mm2,Pna2_1,Orthorhombic,0.0,,,,6,✓ Noncentro (mm2) — χ⁽²⁾ allowed | ✓ Gap 5.12 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-1208860,SmAl3(BO3)4,6.1343000000000005,0.007456980791682,-3.2420914340833327,4.259842032658864,32,R32,Trigonal,0.0,,,,6,✓ Noncentro (32) — χ⁽²⁾ allowed | ✓ Gap 6.13 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-860969,Sm3Y5O12,3.9456,0.0073489039374976,-3.912053223,5.842166497167226,222,I2_12_12_1,Orthorhombic,0.0,,,,6,✓ Noncentro (222) — χ⁽²⁾ allowed | ✓ Gap 3.95 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-1219205,Sm3SOF5,3.5041,0.0007968967499882,-4.038942022750001,6.4650397013779735,m,Pm,Monoclinic,0.0,,,,6,✓ Noncentro (m) — χ⁽²⁾ allowed | ✓ Gap 3.50 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-772758,Sm2Zr2O7,3.9634,0.0216309611363634,-3.834063319772727,6.375409687091008,2,P2_1,Monoclinic,0.0,,,,6,✓ Noncentro (2) — χ⁽²⁾ allowed | ✓ Gap 3.96 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-27405,SnAsF7,3.3038,0.0785534480555556,-2.524000558611112,3.756482693245092,32,R32,Trigonal,0.0,,,,6,✓ Noncentro (32) — χ⁽²⁾ allowed | ✓ Gap 3.30 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-28025,Sn2SO5,3.5104,0.0742232317187472,-1.8106627110937497,4.038349324232565,-42m,P-42_1c,Tetragonal,0.0,,,,6,✓ Noncentro (-42m) — χ⁽²⁾ allowed | ✓ Gap 3.51 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-1209895,NdZrF7,6.912,0.0094159583333262,-4.214099811388889,4.1229877006902464,2,P2_1,Monoclinic,0.0,,,,6,✓ Noncentro (2) — χ⁽²⁾ allowed | ✓ Gap 6.91 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-1209866,NdZr3F15,5.743601782614775,0.0025882525000016,-4.107225356447368,4.333321979349353,3m,R3m,Trigonal,0.0,,,,6,✓ Noncentro (3m) — χ⁽²⁾ allowed | ✓ Gap 5.74 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-1220215,NdY3(Mo4O15)2,3.3211,0.0146745889533672,-2.5048637077976186,3.879364200838032,1,P1,Triclinic,0.0,,,,6,✓ Noncentro (1) — χ⁽²⁾ allowed | ✓ Gap 3.32 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-1209901,NdSi3N5,3.978300000000001,0.0054527000926043,-1.4825495070833326,4.7348287442927335,222,P2_12_12_1,Orthorhombic,0.0,,,,6,✓ Noncentro (222) — χ⁽²⁾ allowed | ✓ Gap 3.98 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-675152,NdPb8F19,3.5796,0.0635955269642885,-2.8744447783035705,7.4256541682216595,m,Cm,Monoclinic,0.0,,,,6,✓ Noncentro (m) — χ⁽²⁾ allowed | ✓ Gap 3.58 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-674506,NdPb7F17,4.051352880495557,0.0368527050000011,-2.932111338899999,7.409079328456261,1,P1,Triclinic,0.0,,,,6,✓ Noncentro (1) — χ⁽²⁾ allowed | ✓ Gap 4.05 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-1224574,K2YHf(PO4)3,5.0722,0.0024086069079096,-3.201659206496241,3.6305761921417,23,P2_13,Cubic,0.0,,,,6,✓ Noncentro (23) — χ⁽²⁾ allowed | ✓ Gap 5.07 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-7305,SmZrF7,5.9077,0.0051981674999979,-4.221308991666668,4.281625186055223,2,P2_1,Monoclinic,0.0,,,,6,✓ Noncentro (2) — χ⁽²⁾ allowed | ✓ Gap 5.91 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-861109,SmY3O6,3.9935,0.0059343668750013,-3.924957691999997,5.577083757788247,1,P1,Triclinic,0.0,,,,6,✓ Noncentro (1) — χ⁽²⁾ allowed | ✓ Gap 3.99 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-757791,SmY15O24,4.0144,0.0016175371562479,-3.946509419625,5.167292525091714,2,C2,Monoclinic,0.0,,,,6,✓ Noncentro (2) — χ⁽²⁾ allowed | ✓ Gap 4.01 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-1105120,SmPO4,6.0731,0.0292511799999992,-3.4398798866071445,4.54371367080052,32,P3_221,Trigonal,0.0,,,,6,✓ Noncentro (32) — χ⁽²⁾ allowed | ✓ Gap 6.07 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-626210,Sr(H8O5)2,3.4569,0.0617067470370376,-1.3389975303703698,1.6774141225443635,1,P1,Triclinic,0.0,,,,6,✓ Noncentro (1) — χ⁽²⁾ allowed | ✓ Gap 3.46 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-625860,Sr(H8O5)2,3.4038,0.0300872375925926,-1.3706170398148154,1.8822569490363192,1,P1,Triclinic,0.0,,,,6,✓ Noncentro (1) — χ⁽²⁾ allowed | ✓ Gap 3.40 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-625841,Sr(H8O5)2,3.3502,0.0324235337037039,-1.368280743703704,1.8847530581822216,1,P1,Triclinic,0.0,,,,6,✓ Noncentro (1) — χ⁽²⁾ allowed | ✓ Gap 3.35 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-625824,Sr(H8O5)2,3.4704,0.0352459692592592,-1.3654583081481486,1.8421204787245635,m,Cc,Monoclinic,0.0,,,,6,✓ Noncentro (m) — χ⁽²⁾ allowed | ✓ Gap 3.47 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-625803,Sr(H8O5)2,3.8525,0.0007580983333337,-1.399946179074074,1.951305817328355,m,Pc,Monoclinic,0.0,,,,6,✓ Noncentro (m) — χ⁽²⁾ allowed | ✓ Gap 3.85 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-676572,NdPb6F15,4.3583,0.0426816261363658,-2.965639903295454,7.437065934339822,m,Cm,Monoclinic,0.0,,,,6,✓ Noncentro (m) — χ⁽²⁾ allowed | ✓ Gap 4.36 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-675342,NdPb4F11,4.4389,0.0556041040625059,-3.075709567656249,7.462237159485983,m,Cm,Monoclinic,0.0,,,,6,✓ Noncentro (m) — χ⁽²⁾ allowed | ✓ Gap 4.44 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-14190,NdPO4,5.314500000000001,0.0332183244444461,-3.4166093784126965,4.281542710169921,622,P6_222,Hexagonal,0.0,,,,6,✓ Noncentro (622) — χ⁽²⁾ allowed | ✓ Gap 5.31 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-1191473,NdP3(HO2)6,5.2016,0.0472849947727294,-2.2601478476785712,2.966820505835183,-6,P-6,Hexagonal,0.0,,,,6,✓ Noncentro (-6) — χ⁽²⁾ allowed | ✓ Gap 5.20 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-1209889,NdHfF7,7.669700000000001,0.0005016366666605,-4.303554564166665,5.182955727644601,2,P2_1,Monoclinic,0.0,,,,6,✓ Noncentro (2) — χ⁽²⁾ allowed | ✓ Gap 7.67 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-1195973,NdH5(SeO4)2,4.4327000000000005,0.0154387875000008,-1.7032515939648434,3.502224541899395,222,P2_12_12_1,Orthorhombic,0.0,,,,6,✓ Noncentro (222) — χ⁽²⁾ allowed | ✓ Gap 4.43 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-698317,NdH4C3O8,3.2944000000000004,0.0469056019531182,-1.8396655063281253,2.905391466330649,222,P2_12_12_1,Orthorhombic,0.0,,,,6,✓ Noncentro (222) — χ⁽²⁾ allowed | ✓ Gap 3.29 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-1197612,NdH3CSO7,4.629700000000001,0.0519795275961501,-2.022735582980769,3.395312070051898,4,P4_1,Tetragonal,0.0,,,,6,✓ Noncentro (4) — χ⁽²⁾ allowed | ✓ Gap 4.63 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-738618,NdH32C8N4Cl7,4.7293,0.069053344999995,-0.5626046495673079,1.5038576032241382,222,P2_12_12,Orthorhombic,0.0,,,,6,✓ Noncentro (222) — χ⁽²⁾ allowed | ✓ Gap 4.73 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-1199121,NdH16N7O19,3.4917,0.0932370591162738,-1.1139552748255817,2.0581942906520942,m,Cc,Monoclinic,0.0,,,,6,✓ Noncentro (m) — χ⁽²⁾ allowed | ✓ Gap 3.49 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-561187,NdGa3(BO3)4,4.3232,0.0142849611354183,-2.773980556833334,4.823307176119001,32,R32,Trigonal,0.0,,,,6,✓ Noncentro (32) — χ⁽²⁾ allowed | ✓ Gap 4.32 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-696076,Sr(AlS2)2,3.7211,0.0102475182142827,-1.7419732824999998,2.677471594150088,1,P1,Triclinic,0.0,,,,6,✓ Noncentro (1) — χ⁽²⁾ allowed | ✓ Gap 3.72 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-554260,SnSb2As2F18,3.4536,0.0012373511956527,-2.6026477791304354,3.4637394686135243,m,Pc,Monoclinic,0.0,,,,6,✓ Noncentro (m) — χ⁽²⁾ allowed | ✓ Gap 3.45 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-1204563,SnH10C3NCl3,3.7386051222497296,0.0646684745833328,-0.5076471504166662,1.747087979701071,mm2,Cmc2_1,Orthorhombic,0.0,,,,6,✓ Noncentro (mm2) — χ⁽²⁾ allowed | ✓ Gap 3.74 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-754869,Sr(IO3)2,3.8321,0.0292630466666681,-1.5140200366666672,4.057017794567174,2,P2_1,Monoclinic,0.0,,,,6,✓ Noncentro (2) — χ⁽²⁾ allowed | ✓ Gap 3.83 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
