material_id,formula,band_gap,hull_eV,formation_eV,density,point_group,spacegroup,crystal_system,piezoelectric_modulus,refractive_index,e_total,e_electronic,photonic_score,photonic_notes,r_est,loss_est_dB,sq_dB_pred,r_estimated,T_total
mp-756656,Gd3InO6,2.2306,0.053289550333341,-3.3684362561666674,7.672934773278247,mm2,Cmc2_1,Orthorhombic,0.0,,,,4,✓ Noncentro (mm2) — χ⁽²⁾ allowed | △ Gap 2.23 eV — marginal TPA risk | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-780255,Gd3NbO7,2.3014,0.0041527136363637,-3.691490487727272,7.348122006206437,222,C222_1,Orthorhombic,0.0,,,,4,✓ Noncentro (222) — χ⁽²⁾ allowed | △ Gap 2.30 eV — marginal TPA risk | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-1181371,H5IO6,2.2095,0.0273214702083315,-0.9933151696875,3.170063206408768,2,P2_1,Monoclinic,0.0,,,,4,✓ Noncentro (2) — χ⁽²⁾ allowed | △ Gap 2.21 eV — marginal TPA risk | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-1200083,Rb4Mo5H4Se2O23,2.991,0.0043364740570046,-1.8431360703865132,3.571139108222193,2,C2,Monoclinic,0.0,,,,4,✓ Noncentro (2) — χ⁽²⁾ allowed | △ Gap 2.99 eV — marginal TPA risk | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-754191,La2Ti3O9,2.0596,0.0962666639285636,-3.628609801785715,4.876729337742454,23,I23,Cubic,0.0,,,,4,✓ Noncentro (23) — χ⁽²⁾ allowed | △ Gap 2.06 eV — marginal TPA risk | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-755404,Gd3SbO7,2.4773,6.374181818102898e-05,-3.36258486090909,7.588969321001739,222,C222_1,Orthorhombic,0.0,,,,4,✓ Noncentro (222) — χ⁽²⁾ allowed | △ Gap 2.48 eV — marginal TPA risk | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-1223095,La2Ti3(BiO6)2,2.1281,0.0213846914473734,-3.167949628947369,6.921304621821439,mm2,Fmm2,Orthorhombic,0.0,,,,4,✓ Noncentro (mm2) — χ⁽²⁾ allowed | △ Gap 2.13 eV — marginal TPA risk | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-1220986,NaNO3,2.8579,0.0110834510000001,-1.3521135182758628,2.2726605241296203,32,R32,Trigonal,0.0,,,,4,✓ Noncentro (32) — χ⁽²⁾ allowed | △ Gap 2.86 eV — marginal TPA risk | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-560059,KVH6SO9,2.9227,0.0223483597916747,-1.7174275015138898,2.2839899802090367,2,P2_1,Monoclinic,0.0,,,,4,✓ Noncentro (2) — χ⁽²⁾ allowed | △ Gap 2.92 eV — marginal TPA risk | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-1102977,GaAsO4,3.0849,0.0125493697222216,-1.926752135000001,3.919982569005917,222,C222_1,Orthorhombic,0.0,,,,4,✓ Noncentro (222) — χ⁽²⁾ allowed | △ Gap 3.08 eV — marginal TPA risk | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-1198239,Rb4Mo5H4Se2O23,2.9234,0.0072630883991102,-1.840209456044408,3.5542042758928223,2,C2,Monoclinic,0.0,,,,4,✓ Noncentro (2) — χ⁽²⁾ allowed | △ Gap 2.92 eV — marginal TPA risk | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-2712851,La2Ti2SiS5O24,2.0577,0.05912324977941,-2.6057166031617665,2.7676909538820635,1,P1,Triclinic,0.0,,,,4,✓ Noncentro (1) — χ⁽²⁾ allowed | △ Gap 2.06 eV — marginal TPA risk | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-625850,H7NO6,3.1283000000000003,0.0228358178571417,-1.1280233893749998,1.5604708540407446,2,P2_1,Monoclinic,0.0,,,,4,✓ Noncentro (2) — χ⁽²⁾ allowed | △ Gap 3.13 eV — marginal TPA risk | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-1223056,La2Ti2ZnO8,2.2099523628270115,0.0742562286538426,-3.403120878205129,5.311176568344747,-42m,P-4m2,Tetragonal,0.0,,,,4,✓ Noncentro (-42m) — χ⁽²⁾ allowed | △ Gap 2.21 eV — marginal TPA risk | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-1224744,Gd3Si2BrO8,2.18545350527778,0.0273622438095202,-3.5167939503571444,5.9959634089244895,mm2,Ima2,Orthorhombic,0.0,,,,4,✓ Noncentro (mm2) — χ⁽²⁾ allowed | △ Gap 2.19 eV — marginal TPA risk | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-2716454,NaMg2Ta2P3(SO8)3,2.104,0.0372395357619064,-2.6178682543564165,3.374745510714585,1,P1,Triclinic,0.0,,,,4,✓ Noncentro (1) — χ⁽²⁾ allowed | △ Gap 2.10 eV — marginal TPA risk | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-776520,NaLiTiAl(PO4)3,2.5405999999999995,0.0265380708789457,-2.957641276156555,2.8316046851424037,2,C2,Monoclinic,0.0,,,,4,✓ Noncentro (2) — χ⁽²⁾ allowed | △ Gap 2.54 eV — marginal TPA risk | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-1173585,NaNO3,2.7742,0.0129397410000002,-1.350257228275862,2.099817011178254,1,P1,Triclinic,0.0,,,,4,✓ Noncentro (1) — χ⁽²⁾ allowed | △ Gap 2.77 eV — marginal TPA risk | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-1199720,GeSb2H16C4(S3N)2,2.4921,0.0340580241895125,-0.3560003062903217,2.2879624616375858,422,P4_12_12,Tetragonal,0.0,,,,4,✓ Noncentro (422) — χ⁽²⁾ allowed | △ Gap 2.49 eV — marginal TPA risk | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-1202433,H5C2S2N3,2.2904000000000004,0.0605132354166668,-0.3069570696875002,1.3651472148793191,2,P2_1,Monoclinic,0.0,,,,4,✓ Noncentro (2) — χ⁽²⁾ allowed | △ Gap 2.29 eV — marginal TPA risk | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-2713116,Hf3ZnSiS5O24,3.1986,0.0039675163725494,-2.549857063946079,3.72576868814472,1,P1,Triclinic,0.0,,,,4,✓ Noncentro (1) — χ⁽²⁾ allowed | △ Gap 3.20 eV — marginal TPA risk | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-1204275,H16PdC4S4(N4Cl)2,2.062,0.0987055674999917,-0.3875929090714302,1.8571434560648497,mm2,Pna2_1,Orthorhombic,0.0,,,,4,✓ Noncentro (mm2) — χ⁽²⁾ allowed | △ Gap 2.06 eV — marginal TPA risk | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-769511,NaLiV2O6,3.0701,0.0154755677500011,-2.386376618221264,2.7832393227678174,1,P1,Triclinic,0.0,,,,4,✓ Noncentro (1) — χ⁽²⁾ allowed | △ Gap 3.07 eV — marginal TPA risk | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-31251,Ga(SbCl)4,2.0171,0.013554690648152,-0.8836800797222217,3.700874742878104,mm2,Pna2_1,Orthorhombic,0.0,,,,4,✓ Noncentro (mm2) — χ⁽²⁾ allowed | △ Gap 2.02 eV — marginal TPA risk | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-1191872,La3AlZnS7,2.1898,0.0333061684166668,-2.010336966458333,4.442373851032188,6,P6_3,Hexagonal,0.0,,,,4,✓ Noncentro (6) — χ⁽²⁾ allowed | △ Gap 2.19 eV — marginal TPA risk | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-728819,KVH4O7,2.7133,0.0333365969230774,-1.493552597480769,1.976242834422142,1,P1,Triclinic,0.0,,,,4,✓ Noncentro (1) — χ⁽²⁾ allowed | △ Gap 2.71 eV — marginal TPA risk | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-1224767,Hf4Ti(PbO3)5,2.8592000000000004,0.0166070402500011,-2.9294113643333333,9.573252665236485,1,P1,Triclinic,0.0,,,,4,✓ Noncentro (1) — χ⁽²⁾ allowed | △ Gap 2.86 eV — marginal TPA risk | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-1516357,NaLiZrWO6,2.2652,0.0980058182500123,-2.644630696471264,5.069743779778426,-43m,F-43m,Cubic,0.0,,,,4,✓ Noncentro (-43m) — χ⁽²⁾ allowed | △ Gap 2.27 eV — marginal TPA risk | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-2236419,FePO4,2.5353000000000003,0.0309741556944445,-2.320611804662697,2.81338503253476,2,C2,Monoclinic,0.0,,,,4,✓ Noncentro (2) — χ⁽²⁾ allowed | △ Gap 2.54 eV — marginal TPA risk | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-674297,NaNO3,2.5717,0.0094468220000001,-1.353750147275862,2.11673743654711,1,P1,Triclinic,0.0,,,,4,✓ Noncentro (1) — χ⁽²⁾ allowed | △ Gap 2.57 eV — marginal TPA risk | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-2234217,FePO4,2.4147,0.0375097234722225,-2.3140762368849197,2.516012289285291,222,C222,Orthorhombic,0.0,,,,4,✓ Noncentro (222) — χ⁽²⁾ allowed | △ Gap 2.41 eV — marginal TPA risk | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-1209317,RbB2SbO6,2.3667,0.0400428476666778,-2.429642226083333,3.796141028692456,mm2,Pmn2_1,Orthorhombic,0.0,,,,4,✓ Noncentro (mm2) — χ⁽²⁾ allowed | △ Gap 2.37 eV — marginal TPA risk | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-2216699,FePO4,2.7404,0.0274208758333331,-2.324165084523809,2.49346909002023,1,P1,Triclinic,0.0,,,,4,✓ Noncentro (1) — χ⁽²⁾ allowed | △ Gap 2.74 eV — marginal TPA risk | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-567352,Ga(SbBr)4,2.0068,0.0164051174999992,-0.6830484336111111,4.258348584241816,mm2,Pna2_1,Orthorhombic,0.0,,,,4,✓ Noncentro (mm2) — χ⁽²⁾ allowed | △ Gap 2.01 eV — marginal TPA risk | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-1209153,RbAlH4,2.8277585233540967,0.0579454458333335,-0.2601129670833331,2.077905085277145,mm2,Cmc2_1,Orthorhombic,0.0,,,,4,✓ Noncentro (mm2) — χ⁽²⁾ allowed | △ Gap 2.83 eV — marginal TPA risk | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-752401,Rb2ZrO3,3.140476297016225,0.0274640104166676,-2.7230879225,3.956474286822796,m,Cc,Monoclinic,0.0,,,,4,✓ Noncentro (m) — χ⁽²⁾ allowed | △ Gap 3.14 eV — marginal TPA risk | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-1191443,La3AlCdS7,2.1917,0.026884680916666,-1.983620872708333,4.581222866259024,6,P6_3,Hexagonal,0.0,,,,4,✓ Noncentro (6) — χ⁽²⁾ allowed | △ Gap 2.19 eV — marginal TPA risk | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-1250508,RbAl3Cd(SiO4)3,2.7977,0.0698229200000026,-3.0370760591250003,1.960031316639237,1,P1,Triclinic,0.0,,,,4,✓ Noncentro (1) — χ⁽²⁾ allowed | △ Gap 2.80 eV — marginal TPA risk | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-755650,Gd3YO6,2.9924,0.0899844336874995,-3.820042391000001,7.305129478163232,mm2,Cmc2_1,Orthorhombic,0.0,,,,4,✓ Noncentro (mm2) — χ⁽²⁾ allowed | △ Gap 2.99 eV — marginal TPA risk | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-1209251,RbAl(SeO4)2,3.0179,0.021892694930556,-1.7596189293489577,3.302719794639485,32,P321,Trigonal,0.0,,,,4,✓ Noncentro (32) — χ⁽²⁾ allowed | △ Gap 3.02 eV — marginal TPA risk | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-2716202,NaNb2Al2P5SO24,2.3299000000000003,0.0186688152261842,-2.816731055583628,2.949341722721611,1,P1,Triclinic,0.0,,,,4,✓ Noncentro (1) — χ⁽²⁾ allowed | △ Gap 2.33 eV — marginal TPA risk | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-1101479,NaLi9Fe10(SiO3)20,2.7254,0.010930765024991,-2.751215939713793,3.309889639506848,2,C2,Monoclinic,0.0,,,,4,✓ Noncentro (2) — χ⁽²⁾ allowed | △ Gap 2.73 eV — marginal TPA risk | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-1519478,NaLiHfWO6,2.4086,0.0803738089999974,-2.7241206914712643,6.3487589931716935,-43m,F-43m,Cubic,0.0,,,,4,✓ Noncentro (-43m) — χ⁽²⁾ allowed | △ Gap 2.41 eV — marginal TPA risk | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-562801,Rb6In2Co2Si9O26,2.4078000000000004,0.0068201626250035,-2.7232710355185192,3.5669776053168505,mm2,Aea2,Orthorhombic,0.0,,,,4,✓ Noncentro (mm2) — χ⁽²⁾ allowed | △ Gap 2.41 eV — marginal TPA risk | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-1097004,H6PbCNCl3,2.7201,0.0508198650000002,-0.7529557114583328,2.7533536029372754,1,P1,Triclinic,0.0,,,,4,✓ Noncentro (1) — χ⁽²⁾ allowed | △ Gap 2.72 eV — marginal TPA risk | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-1224710,Gd3YV4O16,2.9739,0.0004051043749999,-3.1780709758333336,4.995970352004226,222,C222,Orthorhombic,0.0,,,,4,✓ Noncentro (222) — χ⁽²⁾ allowed | △ Gap 2.97 eV — marginal TPA risk | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-6663,NaLiGe4O9,2.6592,0.0156153303333299,-2.171692080814178,4.428116815610468,mm2,Pca2_1,Orthorhombic,0.0,,,,4,✓ Noncentro (mm2) — χ⁽²⁾ allowed | △ Gap 2.66 eV — marginal TPA risk | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-728623,Gd2Te4O11,2.4418,0.0223000944117641,-2.2574314068627443,6.3616151221913935,1,P1,Triclinic,0.0,,,,4,✓ Noncentro (1) — χ⁽²⁾ allowed | △ Gap 2.44 eV — marginal TPA risk | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-1233161,Rb2MgNb2(TeO6)2,2.3688,0.0959249846491232,-2.314617216491228,4.17400464419638,1,P1,Triclinic,0.0,,,,4,✓ Noncentro (1) — χ⁽²⁾ allowed | △ Gap 2.37 eV — marginal TPA risk | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-2017755,GeS2,2.8353,0.0001068697222219,-0.3907200440972218,2.8483871781284846,m,Pc,Monoclinic,0.0,,,,4,✓ Noncentro (m) — χ⁽²⁾ allowed | △ Gap 2.84 eV — marginal TPA risk | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-557667,Ge3Pb5O11,2.4115,0.0021180040350872,-1.8401552985964915,6.986570633331733,-6,P-6,Hexagonal,0.0,,,,4,✓ Noncentro (-6) — χ⁽²⁾ allowed | △ Gap 2.41 eV — marginal TPA risk | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-1197785,H6C(SN)2,2.5676959288392824,0.0287159046212126,-0.3823443304545454,1.4388479670944163,m,Cc,Monoclinic,0.0,,,,4,✓ Noncentro (m) — χ⁽²⁾ allowed | △ Gap 2.57 eV — marginal TPA risk | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-559768,La2Ti2O7,2.8424,0.0004571343181734,-3.7835523351515152,5.789922299447243,2,P2_1,Monoclinic,0.0,,,,4,✓ Noncentro (2) — χ⁽²⁾ allowed | △ Gap 2.84 eV — marginal TPA risk | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-667353,Rb3Ce2(NO3)9,2.9234,0.0347923105243914,-1.4548195203658534,2.663402876681196,432,P4_132,Cubic,0.0,,,,4,✓ Noncentro (432) — χ⁽²⁾ allowed | △ Gap 2.92 eV — marginal TPA risk | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-8154,La2Ti2O7,2.9171000000000005,0.0081487874999908,-3.775860681969699,5.779860885237476,mm2,Cmc2_1,Orthorhombic,0.0,,,,4,✓ Noncentro (mm2) — χ⁽²⁾ allowed | △ Gap 2.92 eV — marginal TPA risk | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-2222874,NaMgNiIO6,2.0127000000000006,0.0762171669999975,-1.490453220137931,4.250044330853269,32,P312,Trigonal,0.0,,,,4,✓ Noncentro (32) — χ⁽²⁾ allowed | △ Gap 2.01 eV — marginal TPA risk | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-1200055,H3CSe,2.5842,0.0060034639062482,-0.1856690943437513,1.8773155851930912,mm2,Fdd2,Orthorhombic,0.0,,,,4,✓ Noncentro (mm2) — χ⁽²⁾ allowed | △ Gap 2.58 eV — marginal TPA risk | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-1224648,H2PtPbI6O19,2.271486045101212,0.0059612057758631,-0.9137678050862068,5.532795002331128,1,P1,Triclinic,0.0,,,,4,✓ Noncentro (1) — χ⁽²⁾ allowed | △ Gap 2.27 eV — marginal TPA risk | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-1223127,La2Ti2CoO8,2.2234770876935115,0.069714573461546,-3.327805923205129,5.268045361907982,-42m,P-4m2,Tetragonal,0.0,,,,4,✓ Noncentro (-42m) — χ⁽²⁾ allowed | △ Gap 2.22 eV — marginal TPA risk | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-2712591,NaMgNbP2SO12,2.0962,0.0374058015509302,-2.6476556767499093,2.8117009850758548,m,Cc,Monoclinic,0.0,,,,4,✓ Noncentro (m) — χ⁽²⁾ allowed | △ Gap 2.10 eV — marginal TPA risk | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-699229,HPb3ClO3,2.139,0.0569809056445347,-1.4024776301562492,7.241035727689954,mm2,Pmc2_1,Orthorhombic,0.0,,,,4,✓ Noncentro (mm2) — χ⁽²⁾ allowed | △ Gap 2.14 eV — marginal TPA risk | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-1173034,La2Th8O19,2.7461,0.0648427149137909,-4.218143793965516,9.358222107808292,mm2,Pmm2,Orthorhombic,0.0,,,,4,✓ Noncentro (mm2) — χ⁽²⁾ allowed | △ Gap 2.75 eV — marginal TPA risk | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-1233419,Rb2Nd2Mg(WO4)4,2.0589,0.0982519569999951,-2.5641532654000003,6.949324543646441,2,C2,Monoclinic,0.0,,,,4,✓ Noncentro (2) — χ⁽²⁾ allowed | △ Gap 2.06 eV — marginal TPA risk | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-1233448,Rb2Nd2Mg(WO4)4,2.3909,0.0737760353999963,-2.5886291870000004,6.751876857779284,1,P1,Triclinic,0.0,,,,4,✓ Noncentro (1) — χ⁽²⁾ allowed | △ Gap 2.39 eV — marginal TPA risk | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-675564,La2Th8O19,2.9637,0.0221634056034467,-4.26082310327586,9.048887951180138,-42m,P-4m2,Tetragonal,0.0,,,,4,✓ Noncentro (-42m) — χ⁽²⁾ allowed | △ Gap 2.96 eV — marginal TPA risk | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-1233364,Rb2Pr2Mg(WO4)4,2.0535,0.0984605090666637,-2.554232358933333,6.576962637533457,2,C2,Monoclinic,0.0,,,,4,✓ Noncentro (2) — χ⁽²⁾ allowed | △ Gap 2.05 eV — marginal TPA risk | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-1234646,Rb2Pr2Mg(WO4)4,2.4157,0.0707619090666646,-2.581930958933333,6.657694233669685,1,P1,Triclinic,0.0,,,,4,✓ Noncentro (1) — χ⁽²⁾ allowed | △ Gap 2.42 eV — marginal TPA risk | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-1220150,Rb2SbN2(O2F)3,2.603,0.0434604075357132,-1.7901723417857145,3.1198152604361638,2,P2_1,Monoclinic,0.0,,,,4,✓ Noncentro (2) — χ⁽²⁾ allowed | △ Gap 2.60 eV — marginal TPA risk | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-1189831,Gd3FeO6,2.5521000000000003,0.0057924682500001,-3.3425392139999985,7.460919705499124,mm2,Cmc2_1,Orthorhombic,0.0,,,,4,✓ Noncentro (mm2) — χ⁽²⁾ allowed | △ Gap 2.55 eV — marginal TPA risk | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-2716441,NaMgGe3P3(SO8)3,2.3538,0.0571804715476238,-2.219151893461178,3.1280689556776125,1,P1,Triclinic,0.0,,,,4,✓ Noncentro (1) — χ⁽²⁾ allowed | △ Gap 2.35 eV — marginal TPA risk | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-663963,Rb2TaCuS4,2.2905,0.0139319762500003,-1.334530715291666,3.821713009716692,1,P1,Triclinic,0.0,,,,4,✓ Noncentro (1) — χ⁽²⁾ allowed | △ Gap 2.29 eV — marginal TPA risk | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-1105604,GdCr3(BO3)4,2.4686,0.0040652318333442,-2.835781287833333,4.474356410172324,32,R32,Trigonal,0.0,,,,4,✓ Noncentro (32) — χ⁽²⁾ allowed | △ Gap 2.47 eV — marginal TPA risk | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-560751,GdFe3(BO3)4,2.2915,0.0106167799062433,-2.571434543333333,4.498138734724014,32,P3_121,Trigonal,0.0,,,,4,✓ Noncentro (32) — χ⁽²⁾ allowed | △ Gap 2.29 eV — marginal TPA risk | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-1212375,GdGa3(BO3)4,2.6825,0.0124934866979184,-2.7758252049583327,4.994701342912911,32,R32,Trigonal,0.0,,,,4,✓ Noncentro (32) — χ⁽²⁾ allowed | △ Gap 2.68 eV — marginal TPA risk | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-687091,Rb2U2Mo3O16,2.3517,0.0032584861956479,-2.62875034271739,4.604938647928566,mm2,Pna2_1,Orthorhombic,0.0,,,,4,✓ Noncentro (mm2) — χ⁽²⁾ allowed | △ Gap 2.35 eV — marginal TPA risk | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-1225228,GdB2HO5,3.1258,0.0294228759799342,-2.9232913249537043,4.671537894401425,2,P2_1,Monoclinic,0.0,,,,4,✓ Noncentro (2) — χ⁽²⁾ allowed | △ Gap 3.13 eV — marginal TPA risk | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-560801,GdAl3(BO3)4,2.875003517504331,0.0058034466380121,-3.2397679683333336,4.214842219758099,2,C2,Monoclinic,0.0,,,,4,✓ Noncentro (2) — χ⁽²⁾ allowed | △ Gap 2.88 eV — marginal TPA risk | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-2712640,NaMgTaP2SO12,2.8298,0.0415245378009325,-2.7128042241943526,3.447200594501693,m,Cc,Monoclinic,0.0,,,,4,✓ Noncentro (m) — χ⁽²⁾ allowed | △ Gap 2.83 eV — marginal TPA risk | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-15359,GdAl3(BO3)4,2.8774,0.0057681326380123,-3.239803282333334,4.215504684134967,32,R32,Trigonal,0.0,,,,4,✓ Noncentro (32) — χ⁽²⁾ allowed | △ Gap 2.88 eV — marginal TPA risk | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-1198817,Gd4(SiS4)3,2.2287,0.0954820581578914,-1.7113913573684203,4.522408639851627,3m,R3c,Trigonal,0.0,,,,4,✓ Noncentro (3m) — χ⁽²⁾ allowed | △ Gap 2.23 eV — marginal TPA risk | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-1224905,Gd7Y5Nb4O28,2.4285,0.0049642746448856,-3.7072869184090895,6.409101652607101,1,P1,Triclinic,0.0,,,,4,✓ Noncentro (1) — χ⁽²⁾ allowed | △ Gap 2.43 eV — marginal TPA risk | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-1237314,H5C2S2N3,2.18020230125729,0.0649653862499999,-0.3025049188541674,1.5293212899190662,2,P2_1,Monoclinic,0.0,,,,4,✓ Noncentro (2) — χ⁽²⁾ allowed | △ Gap 2.18 eV — marginal TPA risk | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-2716543,NaMgTi3P3(SO8)3,2.194,0.0096558022380994,-2.676112893604035,2.6533356759790183,1,P1,Triclinic,0.0,,,,4,✓ Noncentro (1) — χ⁽²⁾ allowed | △ Gap 2.19 eV — marginal TPA risk | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-752459,Gd5Y3O12,3.0149,0.0003659340312491,-3.916968407,6.684123019619334,222,I2_12_12_1,Orthorhombic,0.0,,,,4,✓ Noncentro (222) — χ⁽²⁾ allowed | △ Gap 3.01 eV — marginal TPA risk | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-1197189,GdH2I3O10,3.1714,0.0101725662499996,-1.4277373304687506,4.940986066341631,2,P2_1,Monoclinic,0.0,,,,4,✓ Noncentro (2) — χ⁽²⁾ allowed | △ Gap 3.17 eV — marginal TPA risk | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-1225149,Gd5Si2BO13,2.6556,0.0114946946031722,-3.665761096150794,6.690068787226776,m,Pm,Monoclinic,0.0,,,,4,✓ Noncentro (m) — χ⁽²⁾ allowed | △ Gap 2.66 eV — marginal TPA risk | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-625256,H5IO6,2.2191,0.0337028679166655,-0.986933771979166,3.179014458410832,m,Pc,Monoclinic,0.0,,,,4,✓ Noncentro (m) — χ⁽²⁾ allowed | △ Gap 2.22 eV — marginal TPA risk | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-1173541,NaMn2Mo2H3O10,2.4088000000000003,0.0031997088888875,-1.896632050610633,3.5992892354325834,2,C2,Monoclinic,0.0,,,,4,✓ Noncentro (2) — χ⁽²⁾ allowed | △ Gap 2.41 eV — marginal TPA risk | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-625961,H5IO6,2.0918,0.0350351693749981,-0.9856014705208332,3.1406628004117927,1,P1,Triclinic,0.0,,,,4,✓ Noncentro (1) — χ⁽²⁾ allowed | △ Gap 2.09 eV — marginal TPA risk | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-2716444,NaMgSn3P3(SO8)3,2.373,0.0237424555237861,-2.273738399270702,3.239055266811283,1,P1,Triclinic,0.0,,,,4,✓ Noncentro (1) — χ⁽²⁾ allowed | △ Gap 2.37 eV — marginal TPA risk | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
mp-1219683,Rb3Ti4Tl(PO5)4,2.9971,0.0003185633203122,-2.9751640366480663,3.94646598033836,2,P2_1,Monoclinic,0.0,,,,4,✓ Noncentro (2) — χ⁽²⁾ allowed | △ Gap 3.00 eV — marginal TPA risk | — n not available | — Piezo=0.000 C/m² — weak or no data,,,,,
