material_id,formula,band_gap,hull_eV,formation_eV,density,point_group,spacegroup,crystal_system,nelements,nsites,elements,is_noncentro,piezoelectric_modulus,refractive_index,e_total,e_electronic,photonic_score,photonic_notes,photonic_binary,r_est,loss_est_dB,sq_dB_pred,r_estimated,T_total,final_composite
mp-998615,CaTlF3,4.4687,0.0112810065000008,-3.306386250666669,5.723793866074618,3m,R3c,Trigonal,3,10,"['Ca', 'F', 'Tl']",True,2.168500456283105,1.6774943864784366,29.84400911661924,2.8139874166666665,9,✓ Noncentro (3m) — χ⁽²⁾ allowed | ✓ Gap 4.47 eV — transparent at 775nm | △ n=1.68 — weak confinement | ✓ Piezo=2.17 C/m² — strong χ⁽²⁾ proxy,1,0.6451,0.2148,2.11,0.6451,0.5309,0.4558
mp-1185571,CsAs(HO2)2,3.8922,0.0,-1.715089245581897,3.449921459218801,mm2,Fdd2,Orthorhombic,4,16,"['As', 'Cs', 'H', 'O']",True,0.22983804624126,1.5766835753145485,6.84720019,2.485931096666667,9,✓ Noncentro (mm2) — χ⁽²⁾ allowed | ✓ Gap 3.89 eV — transparent at 775nm | △ n=1.58 — weak confinement | △ Piezo=0.23 C/m² — moderate,1,0.0705,0.2587,0.305,0.0705,0.515,0.4556
mp-31408,Al4(B2O5)3,5.8127,0.0,-3.0834730528,2.810626711830237,3,R3,Trigonal,3,25,"['Al', 'B', 'O']",True,0.226707687793037,1.6415074829761414,5.81064330665891,2.694546816666667,9,✓ Noncentro (3) — χ⁽²⁾ allowed | ✓ Gap 5.81 eV — transparent at 775nm | △ n=1.64 — weak confinement | △ Piezo=0.23 C/m² — moderate,1,0.0682,0.2292,0.301,0.0682,0.5256,0.4555
mp-754117,YHO2,4.837899999999999,0.0332214225000004,-2.9322049378124992,4.3950874074662165,mm2,Pmn2_1,Orthorhombic,3,8,"['H', 'O', 'Y']",True,1.093992815104377,1.911706420103952,13.378949066666666,3.6546214366666665,10,✓ Noncentro (mm2) — χ⁽²⁾ allowed | ✓ Gap 4.84 eV — transparent at 775nm | ✓ n=1.91 — ideal waveguide confinement | ✓ Piezo=1.09 C/m² — strong χ⁽²⁾ proxy,1,0.3048,0.1451,1.274,0.3048,0.557,0.4552
mp-557632,K2LiBO3,3.6258,0.0,-2.343015471,2.410344706857756,2,C2,Monoclinic,4,14,"['B', 'K', 'Li', 'O']",True,0.211536298733662,1.5989401448042595,10.317302166666666,2.5566095866666667,9,✓ Noncentro (2) — χ⁽²⁾ allowed | ✓ Gap 3.63 eV — transparent at 775nm | △ n=1.60 — weak confinement | △ Piezo=0.21 C/m² — moderate,1,0.0645,0.248,0.282,0.0645,0.5188,0.4549
mp-755543,HoHO2,4.757499999999999,0.0221472500000006,-2.989071960312498,7.118652678060169,mm2,Pmn2_1,Orthorhombic,3,8,"['H', 'Ho', 'O']",True,1.066071821454821,1.904902305456459,13.507257733333333,3.6286527933333335,10,✓ Noncentro (mm2) — χ⁽²⁾ allowed | ✓ Gap 4.76 eV — transparent at 775nm | ✓ n=1.90 — ideal waveguide confinement | ✓ Piezo=1.07 C/m² — strong χ⁽²⁾ proxy,1,0.2976,0.1467,1.247,0.2976,0.5564,0.4543
mp-699219,NaZnSiHO4,3.4228,0.0,-2.3371146693911635,3.130747198615133,222,P2_12_12_1,Orthorhombic,5,32,"['H', 'Na', 'O', 'Si', 'Zn']",True,0.196029999999999,1.6516897368049082,7.539603019999999,2.7280789866666666,9,✓ Noncentro (222) — χ⁽²⁾ allowed | ✓ Gap 3.42 eV — transparent at 775nm | △ n=1.65 — weak confinement | △ Piezo=0.20 C/m² — moderate,1,0.0588,0.225,0.262,0.0588,0.5271,0.4542
mp-30530,TlClO4,4.5793,0.0,-0.6997990938888895,4.72533232632564,-43m,F-43m,Cubic,3,6,"['Cl', 'O', 'Tl']",True,0.196660590253619,1.584691169702581,21.90329689092467,2.511246103333334,9,✓ Noncentro (-43m) — χ⁽²⁾ allowed | ✓ Gap 4.58 eV — transparent at 775nm | △ n=1.58 — weak confinement | △ Piezo=0.20 C/m² — moderate,1,0.0602,0.2548,0.262,0.0602,0.5164,0.4542
mp-34337,H4NCl,4.9364,0.0,-0.7006324683333336,1.6078252801555153,-43m,P-43m,Cubic,3,6,"['Cl', 'H', 'N']",True,0.195159999999999,1.671078104099267,7.575755370000002,2.792502030000001,9,✓ Noncentro (-43m) — χ⁽²⁾ allowed | ✓ Gap 4.94 eV — transparent at 775nm | △ n=1.67 — weak confinement | △ Piezo=0.20 C/m² — moderate,1,0.0582,0.2173,0.261,0.0582,0.5299,0.4542
mp-7000,SiO2,5.678,0.0,-3.2728313438888907,2.634242418262655,32,P3_121,Trigonal,2,9,"['O', 'Si']",True,0.193757628756571,1.5564965938500046,4.586131743334117,2.4226816466666663,9,✓ Noncentro (32) — χ⁽²⁾ allowed | ✓ Gap 5.68 eV — transparent at 775nm | △ n=1.56 — weak confinement | △ Piezo=0.19 C/m² — moderate,1,0.0598,0.2688,0.258,0.0598,0.5114,0.4541
mp-27755,KAlCl4,5.2895,0.0,-2.1648323120416664,1.847700130097957,2,P2_1,Monoclinic,3,24,"['Al', 'Cl', 'K']",True,0.191475322801022,1.533135862646665,7.399458920000001,2.3505055733333333,9,✓ Noncentro (2) — χ⁽²⁾ allowed | ✓ Gap 5.29 eV — transparent at 775nm | △ n=1.53 — weak confinement | △ Piezo=0.19 C/m² — moderate,1,0.0596,0.2813,0.255,0.0596,0.507,0.454
mp-570935,LiI,4.3818,0.0,-1.422324364166667,3.409051008631313,6mm,P6_3mc,Hexagonal,2,4,"['I', 'Li']",True,0.193521912712751,1.7732768678353643,5.0437373166332415,3.14451085,9,✓ Noncentro (6mm) — χ⁽²⁾ allowed | ✓ Gap 4.38 eV — transparent at 775nm | △ n=1.77 — weak confinement | △ Piezo=0.19 C/m² — moderate,1,0.056,0.1818,0.257,0.056,0.5431,0.454
mp-5046,BeSO4,6.939299999999999,0.0,-2.302504960416666,2.498483789434345,-4,I-4,Tetragonal,3,6,"['Be', 'O', 'S']",True,0.19093384731367,1.5460018876659456,4.448884256666667,2.3901218366666668,9,✓ Noncentro (-4) — χ⁽²⁾ allowed | ✓ Gap 6.94 eV — transparent at 775nm | △ n=1.55 — weak confinement | △ Piezo=0.19 C/m² — moderate,1,0.0592,0.2744,0.254,0.0592,0.5094,0.4539
mp-6040,BaBPO5,5.500299999999999,0.0,-3.116867103184523,4.038695499892544,32,P3_221,Trigonal,4,24,"['B', 'Ba', 'O', 'P']",True,0.190281922654908,1.68923001986112,8.408924520007718,2.85349806,9,✓ Noncentro (32) — χ⁽²⁾ allowed | ✓ Gap 5.50 eV — transparent at 775nm | △ n=1.69 — weak confinement | △ Piezo=0.19 C/m² — moderate,1,0.0564,0.2103,0.254,0.0564,0.5325,0.4539
mp-558990,K2Sr(PO3)4,5.6094,0.0,-2.837911568582707,2.713496099184668,-4,I-4,Tetragonal,4,19,"['K', 'O', 'P', 'Sr']",True,0.186777017657419,1.5489820754288928,6.633976659999999,2.39934547,9,✓ Noncentro (-4) — χ⁽²⁾ allowed | ✓ Gap 5.61 eV — transparent at 775nm | △ n=1.55 — weak confinement | △ Piezo=0.19 C/m² — moderate,1,0.0578,0.2728,0.249,0.0578,0.51,0.4538
mp-17128,CsTb(PO3)4,5.3063,0.0,-2.9250557466607368,3.566563304825899,2,P2_1,Monoclinic,4,36,"['Cs', 'O', 'P', 'Tb']",True,0.186731941409596,1.6017262521001103,6.838696343333335,2.565526986666667,9,✓ Noncentro (2) — χ⁽²⁾ allowed | ✓ Gap 5.31 eV — transparent at 775nm | △ n=1.60 — weak confinement | △ Piezo=0.19 C/m² — moderate,1,0.0568,0.2467,0.249,0.0568,0.5193,0.4538
mp-559084,Na4Al3Ge3BrO12,3.8809,0.0,-2.572582833283357,2.8253214648806906,-43m,P-43n,Cubic,5,46,"['Al', 'Br', 'Ge', 'Na', 'O']",True,0.187643333333333,1.5728084784868115,5.541122706666666,2.473726509999999,9,✓ Noncentro (-43m) — χ⁽²⁾ allowed | ✓ Gap 3.88 eV — transparent at 775nm | △ n=1.57 — weak confinement | △ Piezo=0.19 C/m² — moderate,1,0.0576,0.2606,0.25,0.0576,0.5143,0.4538
mp-6564,Sr2MgSi2O7,4.4974,0.0,-3.398849896666666,3.5637300122634907,-42m,P-42_1m,Tetragonal,4,24,"['Mg', 'O', 'Si', 'Sr']",True,0.18363,1.683839776621675,8.740011186666663,2.8353163933333327,9,✓ Noncentro (-42m) — χ⁽²⁾ allowed | ✓ Gap 4.50 eV — transparent at 775nm | △ n=1.68 — weak confinement | △ Piezo=0.18 C/m² — moderate,1,0.0545,0.2123,0.245,0.0545,0.5318,0.4536
mp-7595,GeF2,3.9908,0.0,-2.3894678616666662,3.88018566143536,222,P2_12_12_1,Orthorhombic,2,12,"['F', 'Ge']",True,0.18069,1.7023783167478763,23.91706281666666,2.8980919333333333,9,✓ Noncentro (222) — χ⁽²⁾ allowed | ✓ Gap 3.99 eV — transparent at 775nm | △ n=1.70 — weak confinement | △ Piezo=0.18 C/m² — moderate,1,0.0534,0.2055,0.242,0.0534,0.5343,0.4535
mp-542464,Ga2H6(SeO4)3,3.9647,0.0055070041304308,-1.457728964544836,3.725518812924193,3m,R3c,Trigonal,4,46,"['Ga', 'H', 'O', 'Se']",True,1.035399453754909,1.8164382336503124,7.846520660009731,3.299447856666667,10,✓ Noncentro (3m) — χ⁽²⁾ allowed | ✓ Gap 3.96 eV — transparent at 775nm | ✓ n=1.82 — ideal waveguide confinement | ✓ Piezo=1.04 C/m² — strong χ⁽²⁾ proxy,1,0.296,0.1692,1.219,0.296,0.5478,0.4534
mp-8491,LiInP2O7,3.9726,0.0,-2.6025876490259723,3.3814981283582712,2,P2_1,Monoclinic,4,22,"['In', 'Li', 'O', 'P']",True,0.176635265165255,1.6434983449946032,6.483614869999999,2.70108681,9,✓ Noncentro (2) — χ⁽²⁾ allowed | ✓ Gap 3.97 eV — transparent at 775nm | △ n=1.64 — weak confinement | △ Piezo=0.18 C/m² — moderate,1,0.0531,0.2284,0.236,0.0531,0.5259,0.4533
mp-972387,Sr2MgGe2O7,3.6039,0.0,-2.8108475683333327,4.1345409726931805,-42m,P-42_1m,Tetragonal,4,24,"['Ge', 'Mg', 'O', 'Sr']",True,0.175994999999999,1.7489873927504451,9.826866653333337,3.0589569000000005,9,✓ Noncentro (-42m) — χ⁽²⁾ allowed | ✓ Gap 3.60 eV — transparent at 775nm | △ n=1.75 — weak confinement | △ Piezo=0.18 C/m² — moderate,1,0.0513,0.1895,0.235,0.0513,0.5402,0.4533
mp-40226,Na4Ga3Si3IO12,3.6097523179050977,0.0,-2.607945411652924,3.0150070101118653,-43m,P-43n,Cubic,5,46,"['Ga', 'I', 'Na', 'O', 'Si']",True,0.17618,1.6038802542584034,5.617655236666668,2.572431870000001,9,✓ Noncentro (-43m) — χ⁽²⁾ allowed | ✓ Gap 3.61 eV — transparent at 775nm | △ n=1.60 — weak confinement | △ Piezo=0.18 C/m² — moderate,1,0.0536,0.2457,0.236,0.0536,0.5196,0.4533
mp-13863,BaGeO3,3.5515,0.0,-2.6960012115000014,4.956252739141594,222,P2_12_12_1,Orthorhombic,3,20,"['Ba', 'Ge', 'O']",True,0.17409,1.7944084447713309,11.98819577333333,3.2199016666666664,9,✓ Noncentro (222) — χ⁽²⁾ allowed | ✓ Gap 3.55 eV — transparent at 775nm | △ n=1.79 — weak confinement | △ Piezo=0.17 C/m² — moderate,1,0.0501,0.1755,0.232,0.0501,0.5455,0.4532
mp-1214228,BaZr(SiO3)3,4.6556,0.0,-3.4643032850000006,3.636809435282834,-6m2,P-6c2,Hexagonal,4,28,"['Ba', 'O', 'Si', 'Zr']",True,0.170837001412282,1.7378037557023902,9.55264374333333,3.019961893333333,9,✓ Noncentro (-6m2) — χ⁽²⁾ allowed | ✓ Gap 4.66 eV — transparent at 775nm | △ n=1.74 — weak confinement | △ Piezo=0.17 C/m² — moderate,1,0.0499,0.1932,0.228,0.0499,0.5388,0.4531
mp-18220,LiAlSiO4,5.054499999999999,0.0,-3.2104819657142865,2.6889825372244345,3,R3,Trigonal,4,42,"['Al', 'Li', 'O', 'Si']",True,0.168733625604315,1.6057771368821183,5.481804596666546,2.578520213333334,9,✓ Noncentro (3) — χ⁽²⁾ allowed | ✓ Gap 5.05 eV — transparent at 775nm | △ n=1.61 — weak confinement | △ Piezo=0.17 C/m² — moderate,1,0.0513,0.2448,0.226,0.0513,0.52,0.453
mp-23959,KP(HO2)2,5.4356,0.0,-2.1880779624241065,2.385660177493296,mm2,Fdd2,Orthorhombic,4,16,"['H', 'K', 'O', 'P']",True,0.168702881125367,1.5093424020634505,7.2432927,2.2781144866666665,9,✓ Noncentro (mm2) — χ⁽²⁾ allowed | ✓ Gap 5.44 eV — transparent at 775nm | △ n=1.51 — weak confinement | △ Piezo=0.17 C/m² — moderate,1,0.0529,0.2948,0.225,0.0529,0.5023,0.453
mp-554643,K2SbSO4F3,4.578,0.0,-2.454281473363636,3.068531436447109,222,P2_12_12_1,Orthorhombic,5,44,"['F', 'K', 'O', 'S', 'Sb']",True,0.168939999999999,1.5505428544007849,10.287117573333331,2.404183143333334,9,✓ Noncentro (222) — χ⁽²⁾ allowed | ✓ Gap 4.58 eV — transparent at 775nm | △ n=1.55 — weak confinement | △ Piezo=0.17 C/m² — moderate,1,0.0523,0.272,0.226,0.0523,0.5103,0.453
mp-504460,LiMnGaF6,3.7836,0.0,-3.030278863936782,3.788509923571665,32,P321,Trigonal,4,27,"['F', 'Ga', 'Li', 'Mn']",True,0.169583343333962,1.5019459621881652,7.351533200044581,2.2558416733333337,9,✓ Noncentro (32) — χ⁽²⁾ allowed | ✓ Gap 3.78 eV — transparent at 775nm | △ n=1.50 — weak confinement | △ Piezo=0.17 C/m² — moderate,1,0.0533,0.2992,0.226,0.0533,0.5008,0.453
mp-1019560,Ca2B2O5,4.7075000000000005,0.0,-3.242779313148149,2.781254181385916,222,P2_12_12_1,Orthorhombic,3,36,"['B', 'Ca', 'O']",True,0.166029999999999,1.698447691275772,8.251417326666667,2.88472456,9,✓ Noncentro (222) — χ⁽²⁾ allowed | ✓ Gap 4.71 eV — transparent at 775nm | △ n=1.70 — weak confinement | △ Piezo=0.17 C/m² — moderate,1,0.0491,0.2069,0.222,0.0491,0.5338,0.4529
mp-541629,BaGaF5,5.7638,0.0,-3.520282357142858,5.119824775134456,222,P2_12_12_1,Orthorhombic,3,28,"['Ba', 'F', 'Ga']",True,0.165139999999999,1.539747862476191,10.69459011,2.37082348,9,✓ Noncentro (222) — χ⁽²⁾ allowed | ✓ Gap 5.76 eV — transparent at 775nm | △ n=1.54 — weak confinement | △ Piezo=0.17 C/m² — moderate,1,0.0513,0.2777,0.221,0.0513,0.5083,0.4528
mp-555318,K2Zn(SiO3)2,3.9234,0.0,-2.734427540409092,3.0006011385456057,222,C222_1,Orthorhombic,4,22,"['K', 'O', 'Si', 'Zn']",True,0.157019999999999,1.6286699450778848,8.370126686666666,2.65256579,9,✓ Noncentro (222) — χ⁽²⁾ allowed | ✓ Gap 3.92 eV — transparent at 775nm | △ n=1.63 — weak confinement | △ Piezo=0.16 C/m² — moderate,1,0.0474,0.2347,0.211,0.0474,0.5236,0.4525
mp-561664,TeF4,4.0183,0.0,-2.466733519833332,4.446535488544336,222,P2_12_12_1,Orthorhombic,2,20,"['F', 'Te']",True,0.15578,1.6103148667263802,10.9921487,2.59311397,9,✓ Noncentro (222) — χ⁽²⁾ allowed | ✓ Gap 4.02 eV — transparent at 775nm | △ n=1.61 — weak confinement | △ Piezo=0.16 C/m² — moderate,1,0.0473,0.2428,0.209,0.0473,0.5207,0.4524
mp-40143,Cs2KZrOF5,4.8619,0.0,-3.3781279256560346,3.9628985434666095,4mm,I4mm,Tetragonal,5,10,"['Cs', 'F', 'K', 'O', 'Zr']",True,0.155846962755133,1.5351045241285688,12.888036046666665,2.3565459,9,✓ Noncentro (4mm) — χ⁽²⁾ allowed | ✓ Gap 4.86 eV — transparent at 775nm | △ n=1.54 — weak confinement | △ Piezo=0.16 C/m² — moderate,1,0.0485,0.2802,0.209,0.0485,0.5074,0.4524
mp-1191240,Sr2ZnSi2O7,3.8987000000000007,0.0,-3.1810936320833334,3.9512003166327134,-42m,P-42_1m,Tetragonal,4,24,"['O', 'Si', 'Sr', 'Zn']",True,0.15191,1.7232162062066771,9.165677846666666,2.969474093333333,9,✓ Noncentro (-42m) — χ⁽²⁾ allowed | ✓ Gap 3.90 eV — transparent at 775nm | △ n=1.72 — weak confinement | △ Piezo=0.15 C/m² — moderate,1,0.0446,0.1981,0.204,0.0446,0.537,0.4523
mp-23667,RbP(HO2)2,5.2369,0.0,-2.188166296205357,2.9132645449857404,mm2,Fdd2,Orthorhombic,4,16,"['H', 'O', 'P', 'Rb']",True,0.150854518328089,1.5062877635653376,6.993391876666666,2.2689028266666664,9,✓ Noncentro (mm2) — χ⁽²⁾ allowed | ✓ Gap 5.24 eV — transparent at 775nm | △ n=1.51 — weak confinement | △ Piezo=0.15 C/m² — moderate,1,0.0474,0.2966,0.202,0.0474,0.5017,0.4522
mp-634418,NaCaSiHO4,4.4872,0.0,-2.780008962203663,2.796387064488401,2,P2_1,Monoclinic,5,16,"['Ca', 'H', 'Na', 'O', 'Si']",True,0.149570303037414,1.659420281303082,9.202528166666667,2.75367567,9,✓ Noncentro (2) — χ⁽²⁾ allowed | ✓ Gap 4.49 eV — transparent at 775nm | △ n=1.66 — weak confinement | △ Piezo=0.15 C/m² — moderate,1,0.0447,0.2219,0.201,0.0447,0.5283,0.4522
mp-4051,AlPO4,5.479900000000001,0.0077319305555549,-3.119440272440476,2.3349214724779728,222,C222_1,Orthorhombic,3,12,"['Al', 'O', 'P']",True,2.113129999999999,1.5142383806169135,16.99185887333333,2.2929178733333333,9,✓ Noncentro (222) — χ⁽²⁾ allowed | ✓ Gap 5.48 eV — transparent at 775nm | △ n=1.51 — weak confinement | ✓ Piezo=2.11 C/m² — strong χ⁽²⁾ proxy,1,0.6616,0.292,2.002,0.6616,0.5033,0.4522
mp-1019518,Ba2CaSi4(BO7)2,4.8764,0.0,-3.3124076855797098,3.511627884249468,-42m,I-42m,Tetragonal,5,46,"['B', 'Ba', 'Ca', 'O', 'Si']",True,0.151525,1.6674757639418132,7.716333219999999,2.7804754233333333,9,✓ Noncentro (-42m) — χ⁽²⁾ allowed | ✓ Gap 4.88 eV — transparent at 775nm | △ n=1.67 — weak confinement | △ Piezo=0.15 C/m² — moderate,1,0.0452,0.2187,0.203,0.0452,0.5294,0.4522
mp-3281,Al5BO9,4.9385,0.0,-3.366610787277778,2.943856768124401,mm2,Cmc2_1,Orthorhombic,3,30,"['Al', 'B', 'O']",True,0.147227431547249,1.6438823224306538,6.8018227,2.70234909,9,✓ Noncentro (mm2) — χ⁽²⁾ allowed | ✓ Gap 4.94 eV — transparent at 775nm | △ n=1.64 — weak confinement | △ Piezo=0.15 C/m² — moderate,1,0.0442,0.2282,0.198,0.0442,0.526,0.4521
mp-23400,In(IO3)3,3.4187000000000003,0.0106942219230763,-1.0392341193589745,5.08223015004007,6,P6_3,Hexagonal,3,26,"['I', 'In', 'O']",True,1.000795047976439,1.9408736520787055,7.326017116666667,3.766990533333333,10,✓ Noncentro (6) — χ⁽²⁾ allowed | ✓ Gap 3.42 eV — transparent at 775nm | ✓ n=1.94 — ideal waveguide confinement | ✓ Piezo=1.00 C/m² — strong χ⁽²⁾ proxy,1,0.2768,0.1387,1.18,0.2768,0.5595,0.4521
mp-757836,BeH2SeO4,4.7645,0.0,-1.721702212167969,2.948537084168808,222,P2_12_12_1,Orthorhombic,4,32,"['Be', 'H', 'O', 'Se']",True,0.148069999999999,1.6991660297530276,5.743757183333333,2.8871651966666665,9,✓ Noncentro (222) — χ⁽²⁾ allowed | ✓ Gap 4.76 eV — transparent at 775nm | △ n=1.70 — weak confinement | △ Piezo=0.15 C/m² — moderate,1,0.0438,0.2067,0.199,0.0438,0.5338,0.4521
mp-24509,CdH4(BrO4)2,3.9715,0.0,-0.8565322141666665,3.477084685970309,222,P2_12_12_1,Orthorhombic,4,60,"['Br', 'Cd', 'H', 'O']",True,0.146239999999999,1.73013135821147,7.461183263333332,2.9933545166666664,9,✓ Noncentro (222) — χ⁽²⁾ allowed | ✓ Gap 3.97 eV — transparent at 775nm | △ n=1.73 — weak confinement | △ Piezo=0.15 C/m² — moderate,1,0.0428,0.1958,0.196,0.0428,0.5379,0.452
mp-1191101,KMgBO3,4.616343649268839,0.0,-2.7785949423194443,2.461969525113709,23,P2_13,Cubic,4,24,"['B', 'K', 'Mg', 'O']",True,0.143869999999999,1.56399113808231,6.439283229999998,2.446068279999999,9,✓ Noncentro (23) — χ⁽²⁾ allowed | ✓ Gap 4.62 eV — transparent at 775nm | △ n=1.56 — weak confinement | △ Piezo=0.14 C/m² — moderate,1,0.0443,0.265,0.193,0.0443,0.5128,0.4519
mp-760729,Ca2Ga2Si(HO4)2,3.5382,0.0,-2.655437511166667,3.400123364625149,-4,I-4,Tetragonal,5,30,"['Ca', 'Ga', 'H', 'O', 'Si']",True,0.136064756825564,1.740969386098829,8.145660126666668,3.030974403333333,9,✓ Noncentro (-4) — χ⁽²⁾ allowed | ✓ Gap 3.54 eV — transparent at 775nm | △ n=1.74 — weak confinement | △ Piezo=0.14 C/m² — moderate,1,0.0397,0.1921,0.183,0.0397,0.5392,0.4516
mp-17770,CsPr(PO3)4,5.2958,0.0,-2.920340307771848,3.4017609272408014,2,P2_1,Monoclinic,4,36,"['Cs', 'O', 'P', 'Pr']",True,0.136977058140579,1.587752390435402,6.883018346666667,2.5209576533333333,9,✓ Noncentro (2) — χ⁽²⁾ allowed | ✓ Gap 5.30 eV — transparent at 775nm | △ n=1.59 — weak confinement | △ Piezo=0.14 C/m² — moderate,1,0.0419,0.2533,0.184,0.0419,0.5169,0.4516
mp-14864,Cs2Ti(PO4)2,3.4477,0.0,-2.8963478428407226,3.4130091412705093,222,P2_12_12_1,Orthorhombic,4,52,"['Cs', 'O', 'P', 'Ti']",True,0.137,1.633902327762179,7.961873199999999,2.669636816666667,9,✓ Noncentro (222) — χ⁽²⁾ allowed | ✓ Gap 3.45 eV — transparent at 775nm | △ n=1.63 — weak confinement | △ Piezo=0.14 C/m² — moderate,1,0.0413,0.2324,0.184,0.0413,0.5244,0.4516
mp-11625,KCa(PO3)3,5.047,0.0,-2.893328516155613,2.4100936811707068,-6m2,P-6c2,Hexagonal,4,28,"['Ca', 'K', 'O', 'P']",True,0.133915421836296,1.5350358052284423,5.495419273316273,2.356334923333333,9,✓ Noncentro (-6m2) — χ⁽²⁾ allowed | ✓ Gap 5.05 eV — transparent at 775nm | △ n=1.54 — weak confinement | △ Piezo=0.13 C/m² — moderate,1,0.0416,0.2803,0.18,0.0416,0.5074,0.4515
mp-559934,LiZnPO4,4.13,0.0,-2.5460684047108835,3.2023333831738503,mm2,Pna2_1,Orthorhombic,4,28,"['Li', 'O', 'P', 'Zn']",True,0.13441,1.6337831220819978,5.822546053333333,2.66924729,9,✓ Noncentro (mm2) — χ⁽²⁾ allowed | ✓ Gap 4.13 eV — transparent at 775nm | △ n=1.63 — weak confinement | △ Piezo=0.13 C/m² — moderate,1,0.0405,0.2325,0.181,0.0405,0.5244,0.4515
mp-16577,Li2CaHfF8,6.9952000000000005,0.0,-3.8826292438888927,4.742955055112583,-4,I-4,Tetragonal,4,12,"['Ca', 'F', 'Hf', 'Li']",True,0.133831408495913,1.5110997992632165,8.07000844,2.2834226033333334,9,✓ Noncentro (-4) — χ⁽²⁾ allowed | ✓ Gap 7.00 eV — transparent at 775nm | △ n=1.51 — weak confinement | △ Piezo=0.13 C/m² — moderate,1,0.0419,0.2938,0.179,0.0419,0.5027,0.4514
mp-863745,RbSrCO3F,4.1334,0.0,-2.782900134642858,3.439093408805788,-6m2,P-6m2,Hexagonal,5,7,"['C', 'F', 'O', 'Rb', 'Sr']",True,0.132628479464426,1.5378396264457057,7.887228470022674,2.3649507166666672,9,✓ Noncentro (-6m2) — χ⁽²⁾ allowed | ✓ Gap 4.13 eV — transparent at 775nm | △ n=1.54 — weak confinement | △ Piezo=0.13 C/m² — moderate,1,0.0412,0.2788,0.178,0.0412,0.5079,0.4514
mp-7264,Nd(PO3)3,5.4867,0.0,-2.987418768956045,3.625558579044204,222,C222_1,Orthorhombic,3,26,"['Nd', 'O', 'P']",True,0.124889999999999,1.6655688487720943,7.488432223333334,2.77411959,9,✓ Noncentro (222) — χ⁽²⁾ allowed | ✓ Gap 5.49 eV — transparent at 775nm | △ n=1.67 — weak confinement | △ Piezo=0.12 C/m² — moderate,1,0.0373,0.2194,0.168,0.0373,0.5292,0.4511
mp-30957,Pr(PO3)3,5.4848,0.0,-2.984249975815019,3.5421595201525,222,C222_1,Orthorhombic,3,26,"['O', 'P', 'Pr']",True,0.120509999999999,1.6628504873659968,7.424835499999999,2.7650717433333334,9,✓ Noncentro (222) — χ⁽²⁾ allowed | ✓ Gap 5.48 eV — transparent at 775nm | △ n=1.66 — weak confinement | △ Piezo=0.12 C/m² — moderate,1,0.036,0.2205,0.163,0.036,0.5288,0.4509
mp-32684,HBr,4.4915,0.0226418425000001,-0.4946902881249997,2.4359291631407944,222,P2_12_12_1,Orthorhombic,2,8,"['Br', 'H']",True,2.043179999999999,1.51467833548909,14.627542683333331,2.29425046,9,✓ Noncentro (222) — χ⁽²⁾ allowed | ✓ Gap 4.49 eV — transparent at 775nm | △ n=1.51 — weak confinement | ✓ Piezo=2.04 C/m² — strong χ⁽²⁾ proxy,1,0.6396,0.2917,1.961,0.6396,0.5034,0.4508
mp-9338,Ba2MgSi2O7,4.4529000000000005,0.0,-3.363647231666667,4.233832097444648,-42m,P-42_1m,Tetragonal,4,24,"['Ba', 'Mg', 'O', 'Si']",True,0.11929,1.7152073616135552,8.254658983333334,2.9419362933333333,9,✓ Noncentro (-42m) — χ⁽²⁾ allowed | ✓ Gap 4.45 eV — transparent at 775nm | △ n=1.72 — weak confinement | △ Piezo=0.12 C/m² — moderate,1,0.0351,0.2009,0.161,0.0351,0.536,0.4508
mp-753854,Rb2PH3SeO8,4.099,0.0,-1.8755563893824407,2.908855486948532,m,Pc,Monoclinic,5,30,"['H', 'O', 'P', 'Rb', 'Se']",True,0.115746852394619,1.5242424052623649,6.73588725,2.3233149099999992,9,✓ Noncentro (m) — χ⁽²⁾ allowed | ✓ Gap 4.10 eV — transparent at 775nm | △ n=1.52 — weak confinement | △ Piezo=0.12 C/m² — moderate,1,0.0361,0.2863,0.156,0.0361,0.5053,0.4507
mp-22909,ZnCl2,4.057,0.0,-1.55689979,2.9264509884392056,-42m,I-42d,Tetragonal,2,6,"['Cl', 'Zn']",True,0.112193889996171,1.693010286442349,5.197183979779337,2.8662838299996047,9,✓ Noncentro (-42m) — χ⁽²⁾ allowed | ✓ Gap 4.06 eV — transparent at 775nm | △ n=1.69 — weak confinement | △ Piezo=0.11 C/m² — moderate,1,0.0332,0.2089,0.151,0.0332,0.533,0.4505
mp-17250,K3SbO3,3.2338,0.0,-1.8156306434642848,3.254670696551956,23,P2_13,Cubic,3,28,"['K', 'O', 'Sb']",True,0.108819999999999,1.730306591329987,8.14933181,2.9939609,9,✓ Noncentro (23) — χ⁽²⁾ allowed | ✓ Gap 3.23 eV — transparent at 775nm | △ n=1.73 — weak confinement | △ Piezo=0.11 C/m² — moderate,1,0.0319,0.1957,0.147,0.0319,0.5379,0.4504
