material_id,formula,band_gap,hull_eV,formation_eV,density,point_group,spacegroup,crystal_system,nelements,nsites,elements,is_noncentro,piezoelectric_modulus,refractive_index,e_total,e_electronic,photonic_score,photonic_notes,photonic_binary,r_est,loss_est_dB,sq_dB_pred,r_estimated,T_total,final_composite
mp-558491,BaAlBO3F2,6.0731,0.0,-3.542292739895833,4.47909309604634,-6m2,P-62c,Hexagonal,5,16,"['Al', 'B', 'Ba', 'F', 'O']",True,0.480097163334277,1.658258290094359,10.322629856666667,2.749820556666668,9,✓ Noncentro (-6m2) — χ⁽²⁾ allowed | ✓ Gap 6.07 eV — transparent at 775nm | △ n=1.66 — weak confinement | △ Piezo=0.48 C/m² — moderate,1,0.1436,0.2223,0.614,0.1436,0.5281,0.4659
mp-4360,NaCdF3,3.482,0.0,-2.6605154452758635,4.507306178701239,3m,R3c,Trigonal,3,10,"['Cd', 'F', 'Na']",True,0.482775625834611,1.5106424891416237,6.356607703329165,2.28204073,9,✓ Noncentro (3m) — χ⁽²⁾ allowed | ✓ Gap 3.48 eV — transparent at 775nm | △ n=1.51 — weak confinement | △ Piezo=0.48 C/m² — moderate,1,0.1513,0.2941,0.611,0.1513,0.5026,0.4658
mp-1220802,NaHSeO4,3.389882523787084,0.0,-1.4556641799961507,2.907722129707548,1,P1,Triclinic,4,14,"['H', 'Na', 'O', 'Se']",True,0.475866835619489,1.5847185249543003,5.896166083333334,2.511332803333333,9,✓ Noncentro (1) — χ⁽²⁾ allowed | ✓ Gap 3.39 eV — transparent at 775nm | △ n=1.58 — weak confinement | △ Piezo=0.48 C/m² — moderate,1,0.1456,0.2547,0.607,0.1456,0.5164,0.4657
mp-6867,KCaCO3F,4.3552,0.0,-2.7901680803214286,2.523223847693918,-6m2,P-6m2,Hexagonal,5,7,"['C', 'Ca', 'F', 'K', 'O']",True,0.477555147849728,1.5468760626932376,8.75941260338554,2.3928255533333336,9,✓ Noncentro (-6m2) — χ⁽²⁾ allowed | ✓ Gap 4.36 eV — transparent at 775nm | △ n=1.55 — weak confinement | △ Piezo=0.48 C/m² — moderate,1,0.1479,0.2739,0.607,0.1479,0.5096,0.4657
mp-8876,Ca4Al6SO12,3.7247,0.0,-3.380591705543477,2.410091632515928,-43m,I-43m,Cubic,4,23,"['Al', 'Ca', 'O', 'S']",True,0.459109762965102,1.6723455783220562,7.016677603333332,2.796739733333333,9,✓ Noncentro (-43m) — χ⁽²⁾ allowed | ✓ Gap 3.72 eV — transparent at 775nm | △ n=1.67 — weak confinement | △ Piezo=0.46 C/m² — moderate,1,0.1368,0.2168,0.589,0.1368,0.5301,0.4651
mp-6507,Na2Zn2Si2O7,3.3262,0.0,-2.576323540596817,3.4201735923792618,mm2,Ama2,Orthorhombic,4,26,"['Na', 'O', 'Si', 'Zn']",True,0.459923083569415,1.684915593335959,7.600419213333335,2.838940556666667,9,✓ Noncentro (mm2) — χ⁽²⁾ allowed | ✓ Gap 3.33 eV — transparent at 775nm | △ n=1.68 — weak confinement | △ Piezo=0.46 C/m² — moderate,1,0.1365,0.2119,0.59,0.1365,0.5319,0.4651
mp-626620,RbHO,3.3366,0.0,-1.5125440812499995,3.645788868242376,mm2,Cmc2_1,Orthorhombic,3,6,"['H', 'O', 'Rb']",True,0.454139999999999,1.619084455281235,24.533483676666663,2.621434473333333,9,✓ Noncentro (mm2) — χ⁽²⁾ allowed | ✓ Gap 3.34 eV — transparent at 775nm | △ n=1.62 — weak confinement | △ Piezo=0.45 C/m² — moderate,1,0.1375,0.2389,0.583,0.1375,0.5221,0.4649
mp-721896,H4CSN2,3.2847,0.0,-0.3850497321875012,1.4264951276275368,mm2,Pmc2_1,Orthorhombic,4,32,"['C', 'H', 'N', 'S']",True,0.451814643631655,1.7428648647174765,7.413957856666667,3.037577936666666,9,✓ Noncentro (mm2) — χ⁽²⁾ allowed | ✓ Gap 3.28 eV — transparent at 775nm | △ n=1.74 — weak confinement | △ Piezo=0.45 C/m² — moderate,1,0.1319,0.1915,0.58,0.1319,0.5395,0.4648
mp-643033,KPH2SO3,4.5259,0.0,-1.8314564608616068,2.107766701049267,m,Cm,Monoclinic,5,8,"['H', 'K', 'O', 'P', 'S']",True,0.44394845515243,1.6344386600094032,6.680021516666667,2.6713897333333336,9,✓ Noncentro (m) — χ⁽²⁾ allowed | ✓ Gap 4.53 eV — transparent at 775nm | △ n=1.63 — weak confinement | △ Piezo=0.44 C/m² — moderate,1,0.1338,0.2322,0.571,0.1338,0.5245,0.4645
mp-760762,NbOF3,3.6434,0.0,-3.2923874789999994,4.113390657113328,222,P2_12_12_1,Orthorhombic,3,20,"['F', 'Nb', 'O']",True,0.41778,1.7765733684070952,11.091676116666669,3.156212933333333,9,✓ Noncentro (222) — χ⁽²⁾ allowed | ✓ Gap 3.64 eV — transparent at 775nm | △ n=1.78 — weak confinement | △ Piezo=0.42 C/m² — moderate,1,0.1208,0.1808,0.539,0.1208,0.5435,0.4634
mp-1019525,Ba3ZnB5PO14,4.8405000000000005,0.0,-3.0172891002281736,4.163878583891173,mm2,Pmn2_1,Orthorhombic,5,48,"['B', 'Ba', 'O', 'P', 'Zn']",True,0.41323026183957,1.725884594442321,9.59666669,2.9786776333333336,9,✓ Noncentro (mm2) — χ⁽²⁾ allowed | ✓ Gap 4.84 eV — transparent at 775nm | △ n=1.73 — weak confinement | △ Piezo=0.41 C/m² — moderate,1,0.1212,0.1972,0.534,0.1212,0.5374,0.4633
mp-553932,GaPO4,4.448,0.0070422488888883,-2.592627790357143,3.25980763674671,222,C222_1,Orthorhombic,3,12,"['Ga', 'O', 'P']",True,2.591969999999999,1.6403884692352602,24.458375769999996,2.69087433,9,✓ Noncentro (222) — χ⁽²⁾ allowed | ✓ Gap 4.45 eV — transparent at 775nm | △ n=1.64 — weak confinement | ✓ Piezo=2.59 C/m² — strong χ⁽²⁾ proxy,1,0.7797,0.2297,2.328,0.7797,0.5254,0.4631
mp-9844,BaAl2B2O7,4.648499999999999,0.0,-3.2522795627777774,2.934278470172263,32,R32,Trigonal,4,12,"['Al', 'B', 'Ba', 'O']",True,0.405093439574559,1.5784621967809895,5.941759736659281,2.4915429066666674,9,✓ Noncentro (32) — χ⁽²⁾ allowed | ✓ Gap 4.65 eV — transparent at 775nm | △ n=1.58 — weak confinement | △ Piezo=0.41 C/m² — moderate,1,0.1242,0.2578,0.522,0.1242,0.5153,0.4629
mp-22955,LiIO3,3.6861,0.0008651204999985,-1.385046748666667,4.608385647207862,6,P6_3,Hexagonal,3,10,"['I', 'Li', 'O']",True,1.334217355503746,1.898315231040188,7.940069141937342,3.603600716399161,10,✓ Noncentro (6) — χ⁽²⁾ allowed | ✓ Gap 3.69 eV — transparent at 775nm | ✓ n=1.90 — ideal waveguide confinement | ✓ Piezo=1.33 C/m² — strong χ⁽²⁾ proxy,1,0.3731,0.1482,1.501,0.3731,0.5559,0.4628
mp-18463,RbZnPO4,3.7148,0.0,-2.513455971734693,3.628280025901553,2,P2_1,Monoclinic,4,28,"['O', 'P', 'Rb', 'Zn']",True,0.398395461445031,1.6129930057711557,7.875700689999999,2.6017464366666667,9,✓ Noncentro (2) — χ⁽²⁾ allowed | ✓ Gap 3.71 eV — transparent at 775nm | △ n=1.61 — weak confinement | △ Piezo=0.40 C/m² — moderate,1,0.1209,0.2416,0.516,0.1209,0.5211,0.4627
mp-3589,BPO4,7.2637,0.0,-2.76428254563492,2.7982559382342336,-4,I-4,Tetragonal,3,6,"['B', 'O', 'P']",True,0.391606461033151,1.6081061252293023,4.911909256655534,2.5860053100000004,9,✓ Noncentro (-4) — χ⁽²⁾ allowed | ✓ Gap 7.26 eV — transparent at 775nm | △ n=1.61 — weak confinement | △ Piezo=0.39 C/m² — moderate,1,0.119,0.2438,0.507,0.119,0.5203,0.4624
mp-10517,LiScP2O7,4.7661,0.0,-3.08315296069264,2.606894610676625,2,P2_1,Monoclinic,4,22,"['Li', 'O', 'P', 'Sc']",True,0.390076265619942,1.6701481441277397,7.467952833333332,2.789394823333333,9,✓ Noncentro (2) — χ⁽²⁾ allowed | ✓ Gap 4.77 eV — transparent at 775nm | △ n=1.67 — weak confinement | △ Piezo=0.39 C/m² — moderate,1,0.1163,0.2176,0.506,0.1163,0.5298,0.4623
mp-23807,AlHO2,5.6576,0.0416928168749999,-2.6111327653125,3.423455788985779,mm2,Pmn2_1,Orthorhombic,3,8,"['Al', 'H', 'O']",True,2.440293023470747,1.7855761143115687,10.15843918,3.18828206,9,✓ Noncentro (mm2) — χ⁽²⁾ allowed | ✓ Gap 5.66 eV — transparent at 775nm | △ n=1.79 — weak confinement | ✓ Piezo=2.44 C/m² — strong χ⁽²⁾ proxy,1,0.7036,0.1781,2.3,0.7036,0.5445,0.4621
mp-6433,KNd(PO3)4,5.3535,0.0,-2.914424120462274,3.367283487473893,2,P2_1,Monoclinic,4,36,"['K', 'Nd', 'O', 'P']",True,0.379005964992637,1.6277110748942312,7.192698936666667,2.649443343333333,9,✓ Noncentro (2) — χ⁽²⁾ allowed | ✓ Gap 5.35 eV — transparent at 775nm | △ n=1.63 — weak confinement | △ Piezo=0.38 C/m² — moderate,1,0.1145,0.2351,0.492,0.1145,0.5235,0.4619
mp-626785,KHO,3.6825,0.0,-1.546001942833333,2.3102571425887235,mm2,Cmc2_1,Orthorhombic,3,6,"['H', 'K', 'O']",True,0.3744,1.5954125558404426,14.048046649999998,2.545341223333333,9,✓ Noncentro (mm2) — χ⁽²⁾ allowed | ✓ Gap 3.68 eV — transparent at 775nm | △ n=1.60 — weak confinement | △ Piezo=0.37 C/m² — moderate,1,0.1142,0.2497,0.486,0.1142,0.5182,0.4617
mp-504894,MgH12SeO9,5.0692,0.0,-1.4504067746671203,2.042698528456331,3,R3,Trigonal,4,23,"['H', 'Mg', 'O', 'Se']",True,0.376693905924442,1.5595466018472597,5.064129853339787,2.4321856033333344,9,✓ Noncentro (3) — χ⁽²⁾ allowed | ✓ Gap 5.07 eV — transparent at 775nm | △ n=1.56 — weak confinement | △ Piezo=0.38 C/m² — moderate,1,0.1162,0.2673,0.487,0.1162,0.512,0.4617
mp-14193,K2ThF6,6.3807,0.0,-3.921159160499995,4.973843018328345,-6m2,P-62m,Hexagonal,3,9,"['F', 'K', 'Th']",True,0.373610474653604,1.51576472448728,9.48418307333423,2.2975427,9,✓ Noncentro (-6m2) — χ⁽²⁾ allowed | ✓ Gap 6.38 eV — transparent at 775nm | △ n=1.52 — weak confinement | △ Piezo=0.37 C/m² — moderate,1,0.1169,0.2911,0.482,0.1169,0.5036,0.4615
mp-558102,KLiSi2O5,4.7068,0.0,-2.976013061731481,2.4614208952877794,2,P2_1,Monoclinic,4,18,"['K', 'Li', 'O', 'Si']",True,0.363366419747339,1.571601897216128,7.24349449,2.469932523333333,9,✓ Noncentro (2) — χ⁽²⁾ allowed | ✓ Gap 4.71 eV — transparent at 775nm | △ n=1.57 — weak confinement | △ Piezo=0.36 C/m² — moderate,1,0.1117,0.2612,0.472,0.1117,0.5141,0.4612
mp-561525,K2Ga2B2O7,3.7999,0.0,-2.525803064064104,3.025219230827112,32,P321,Trigonal,4,39,"['B', 'Ga', 'K', 'O']",True,0.345037986003269,1.6191249241488443,7.688634136759188,2.6215655200000008,9,✓ Noncentro (32) — χ⁽²⁾ allowed | ✓ Gap 3.80 eV — transparent at 775nm | △ n=1.62 — weak confinement | △ Piezo=0.35 C/m² — moderate,1,0.1045,0.2388,0.45,0.1045,0.5221,0.4605
mp-1220029,PH6NO4,5.3544,0.0,-1.4435354889285712,1.74131701635013,mm2,Fdd2,Orthorhombic,4,24,"['H', 'N', 'O', 'P']",True,0.342215297437154,1.5192995721713345,7.311891803333334,2.30827119,9,✓ Noncentro (mm2) — χ⁽²⁾ allowed | ✓ Gap 5.35 eV — transparent at 775nm | △ n=1.52 — weak confinement | △ Piezo=0.34 C/m² — moderate,1,0.107,0.2891,0.444,0.107,0.5043,0.4603
mp-1178391,CsLiWO4,4.4251,0.0,-2.321442898998358,4.060355509481558,-4,I-4,Tetragonal,4,7,"['Cs', 'Li', 'O', 'W']",True,0.340836754245761,1.5814077131406028,5.873286492555303,2.5008503551805914,9,✓ Noncentro (-4) — χ⁽²⁾ allowed | ✓ Gap 4.43 eV — transparent at 775nm | △ n=1.58 — weak confinement | △ Piezo=0.34 C/m² — moderate,1,0.1044,0.2563,0.444,0.1044,0.5159,0.4603
mp-28873,CsBrO3,4.1681,0.0,-1.0589733319310348,4.340530531763628,3m,R3m,Trigonal,3,5,"['Br', 'Cs', 'O']",True,0.335121114225886,1.638151868214096,6.621835713343876,2.6835415433333334,9,✓ Noncentro (3m) — χ⁽²⁾ allowed | ✓ Gap 4.17 eV — transparent at 775nm | △ n=1.64 — weak confinement | △ Piezo=0.34 C/m² — moderate,1,0.1009,0.2306,0.438,0.1009,0.5251,0.4601
mp-976313,K3V(SO5)2,3.4516,0.0,-2.2358917560468754,2.352781751088304,2,P2_1,Monoclinic,4,32,"['K', 'O', 'S', 'V']",True,0.336305969914302,1.566987866364425,7.56396402,2.4554509733333334,9,✓ Noncentro (2) — χ⁽²⁾ allowed | ✓ Gap 3.45 eV — transparent at 775nm | △ n=1.57 — weak confinement | △ Piezo=0.34 C/m² — moderate,1,0.1035,0.2635,0.438,0.1035,0.5133,0.4601
mp-543040,Ga2Te3(HO2)6,3.7627,0.0305184765217374,-1.5487981514130438,4.498488353486123,3m,R3c,Trigonal,4,46,"['Ga', 'H', 'O', 'Te']",True,1.244352891995312,1.93168090101169,9.055194693334204,3.731391103333335,10,✓ Noncentro (3m) — χ⁽²⁾ allowed | ✓ Gap 3.76 eV — transparent at 775nm | ✓ n=1.93 — ideal waveguide confinement | ✓ Piezo=1.24 C/m² — strong χ⁽²⁾ proxy,1,0.3449,0.1407,1.417,0.3449,0.5587,0.46
mp-557878,KNi(PO3)3,5.2401,0.0,-2.517476101512755,2.603183990040375,1,R3,Trigonal,4,56,"['K', 'Ni', 'O', 'P']",True,0.324906435971803,1.5451326182648697,5.036658252838016,2.387434808026052,9,✓ Noncentro (1) — χ⁽²⁾ allowed | ✓ Gap 5.24 eV — transparent at 775nm | △ n=1.55 — weak confinement | △ Piezo=0.32 C/m² — moderate,1,0.1007,0.2748,0.423,0.1007,0.5093,0.4596
mp-7324,KBePO4,5.2634,0.0,-2.888861876698979,2.611723641050949,mm2,Pna2_1,Orthorhombic,4,28,"['Be', 'K', 'O', 'P']",True,0.312926556239639,1.570370889312458,7.35697284,2.46606473,9,✓ Noncentro (mm2) — χ⁽²⁾ allowed | ✓ Gap 5.26 eV — transparent at 775nm | △ n=1.57 — weak confinement | △ Piezo=0.31 C/m² — moderate,1,0.0962,0.2618,0.409,0.0962,0.5139,0.4591
mp-1209338,Rb2Sr(PO3)4,5.446239581366221,0.0,-2.835119066503759,3.242621993585515,-4,I-4,Tetragonal,4,19,"['O', 'P', 'Rb', 'Sr']",True,0.305514104625302,1.5453842316179278,6.1265139133333335,2.388212423333333,9,✓ Noncentro (-4) — χ⁽²⁾ allowed | ✓ Gap 5.45 eV — transparent at 775nm | △ n=1.55 — weak confinement | △ Piezo=0.31 C/m² — moderate,1,0.0947,0.2747,0.399,0.0947,0.5093,0.4588
mp-13978,Rb2ThF6,6.2774,0.0,-3.880298432777776,5.524959332672105,-6m2,P-62m,Hexagonal,3,9,"['F', 'Rb', 'Th']",True,0.305148393411063,1.5274773931769552,9.219191359996362,2.3331871866666667,9,✓ Noncentro (-6m2) — χ⁽²⁾ allowed | ✓ Gap 6.28 eV — transparent at 775nm | △ n=1.53 — weak confinement | △ Piezo=0.31 C/m² — moderate,1,0.0951,0.2845,0.398,0.0951,0.5059,0.4587
mp-644419,LiHS,3.5253,0.0,-0.9352390861111122,1.4175210042661637,mm2,Pmc2_1,Orthorhombic,3,12,"['H', 'Li', 'S']",True,0.301749999999999,1.7608644477452922,5.1690741466666665,3.100643603333333,9,✓ Noncentro (mm2) — χ⁽²⁾ allowed | ✓ Gap 3.53 eV — transparent at 775nm | △ n=1.76 — weak confinement | △ Piezo=0.30 C/m² — moderate,1,0.0876,0.1857,0.396,0.0876,0.5416,0.4587
mp-6486,SrBPO5,5.3874,0.0,-3.1212865752678574,3.624301799174268,32,P3_121,Trigonal,4,24,"['B', 'O', 'P', 'Sr']",True,0.300365231910474,1.6789643673010657,8.948331663337187,2.818921346666667,9,✓ Noncentro (32) — χ⁽²⁾ allowed | ✓ Gap 5.39 eV — transparent at 775nm | △ n=1.68 — weak confinement | △ Piezo=0.30 C/m² — moderate,1,0.0893,0.2142,0.395,0.0893,0.5311,0.4586
mp-976280,LiBr,4.9350000000000005,0.0,-1.8358945341666664,2.9032208516346114,6mm,P6_3mc,Hexagonal,2,4,"['Br', 'Li']",True,0.294767970274933,1.6521690510759883,4.830527599994757,2.729662573333332,9,✓ Noncentro (6mm) — χ⁽²⁾ allowed | ✓ Gap 4.94 eV — transparent at 775nm | △ n=1.65 — weak confinement | △ Piezo=0.29 C/m² — moderate,1,0.0884,0.2248,0.388,0.0884,0.5272,0.4584
mp-555217,Dy3Se4O12F,3.7411,0.0,-2.483358083718749,5.362728648357988,6mm,P6_3mc,Hexagonal,4,40,"['Dy', 'F', 'O', 'Se']",True,0.287744645649577,1.7929001385092995,8.54260479000992,3.2144909066666663,9,✓ Noncentro (6mm) — χ⁽²⁾ allowed | ✓ Gap 3.74 eV — transparent at 775nm | △ n=1.79 — weak confinement | △ Piezo=0.29 C/m² — moderate,1,0.0828,0.1759,0.377,0.0828,0.5453,0.458
mp-551629,CsLiMoO4,4.424,0.0,-2.2603924975697884,3.369081933054382,-43m,F-43m,Cubic,4,7,"['Cs', 'Li', 'Mo', 'O']",True,0.280783333333332,1.5798297281669298,9.811256820000002,2.495861969999995,9,✓ Noncentro (-43m) — χ⁽²⁾ allowed | ✓ Gap 4.42 eV — transparent at 775nm | △ n=1.58 — weak confinement | △ Piezo=0.28 C/m² — moderate,1,0.0861,0.2571,0.369,0.0861,0.5156,0.4578
mp-306,B2O3,6.305000000000001,0.0,-2.798056310000001,2.561902772718296,32,P3_121,Trigonal,2,15,"['B', 'O']",True,0.272871985317444,1.650243422448135,4.803695356649705,2.7233033533333337,9,✓ Noncentro (32) — χ⁽²⁾ allowed | ✓ Gap 6.31 eV — transparent at 775nm | △ n=1.65 — weak confinement | △ Piezo=0.27 C/m² — moderate,1,0.0818,0.2256,0.36,0.0818,0.5269,0.4575
mp-23349,Bi(BO2)3,3.8413,0.0186760219999984,-2.568614331750001,4.963341886072401,2,C2,Monoclinic,3,10,"['B', 'Bi', 'O']",True,1.162282513871693,1.852602088954884,8.651605626666665,3.4321345,10,✓ Noncentro (2) — χ⁽²⁾ allowed | ✓ Gap 3.84 eV — transparent at 775nm | ✓ n=1.85 — ideal waveguide confinement | ✓ Piezo=1.16 C/m² — strong χ⁽²⁾ proxy,1,0.329,0.1594,1.343,0.329,0.5516,0.4575
mp-559377,IOF3,3.637,0.0,-1.6465725289999995,4.349737879646417,222,P2_12_12_1,Orthorhombic,3,20,"['F', 'I', 'O']",True,0.27129,1.6408923771330444,6.656710480000001,2.6925277933333334,9,✓ Noncentro (222) — χ⁽²⁾ allowed | ✓ Gap 3.64 eV — transparent at 775nm | △ n=1.64 — weak confinement | △ Piezo=0.27 C/m² — moderate,1,0.0816,0.2295,0.358,0.0816,0.5255,0.4574
mp-23904,BaH4O3,4.2654,0.0,-1.7762604731250002,3.693909695870589,mm2,Pmc2_1,Orthorhombic,3,16,"['Ba', 'H', 'O']",True,0.269504832424207,1.6664036775843565,8.576788936666667,2.776901216666667,9,✓ Noncentro (mm2) — χ⁽²⁾ allowed | ✓ Gap 4.27 eV — transparent at 775nm | △ n=1.67 — weak confinement | △ Piezo=0.27 C/m² — moderate,1,0.0804,0.2191,0.356,0.0804,0.5293,0.4573
mp-4122,GaPO4,4.4468000000000005,0.0,-2.5996700392460306,3.563277601707914,32,P3_121,Trigonal,3,18,"['Ga', 'O', 'P']",True,0.267090576425729,1.6329211677236597,5.802451769998967,2.66643154,9,✓ Noncentro (32) — χ⁽²⁾ allowed | ✓ Gap 4.45 eV — transparent at 775nm | △ n=1.63 — weak confinement | △ Piezo=0.27 C/m² — moderate,1,0.0805,0.2328,0.353,0.0805,0.5243,0.4572
mp-541190,Cs2LiVO4,3.9955,0.0,-2.36551298970546,4.020440720320441,mm2,Cmc2_1,Orthorhombic,4,16,"['Cs', 'Li', 'O', 'V']",True,0.263498060334415,1.7335022824713366,8.924820700000001,3.0050301633333336,9,✓ Noncentro (mm2) — χ⁽²⁾ allowed | ✓ Gap 4.00 eV — transparent at 775nm | △ n=1.73 — weak confinement | △ Piezo=0.26 C/m² — moderate,1,0.0771,0.1946,0.348,0.0771,0.5383,0.4571
mp-4829,Na2ThF6,6.4738,0.0,-3.83850822141762,5.6168893084018805,32,P321,Trigonal,3,9,"['F', 'Na', 'Th']",True,0.265340842291949,1.5291569605504858,14.683759506661351,2.33832101,9,✓ Noncentro (32) — χ⁽²⁾ allowed | ✓ Gap 6.47 eV — transparent at 775nm | △ n=1.53 — weak confinement | △ Piezo=0.27 C/m² — moderate,1,0.0827,0.2835,0.349,0.0827,0.5063,0.4571
mp-2542,BeO,7.463099999999999,0.0,-3.1028558025,3.0194371131212456,6mm,P6_3mc,Hexagonal,2,4,"['Be', 'O']",True,0.25456488092431,1.761338986869554,7.348809943363005,3.1023150266666666,9,✓ Noncentro (6mm) — χ⁽²⁾ allowed | ✓ Gap 7.46 eV — transparent at 775nm | △ n=1.76 — weak confinement | △ Piezo=0.25 C/m² — moderate,1,0.0739,0.1855,0.336,0.0739,0.5417,0.4567
mp-23655,Na4Al3Si3IO12,4.167799959660071,0.0,-3.0118432111094458,2.531051016514523,-43m,P-43n,Cubic,5,46,"['Al', 'I', 'Na', 'O', 'Si']",True,0.253546666666666,1.5591555983929246,5.602438573333331,2.430966179999999,9,✓ Noncentro (-43m) — χ⁽²⁾ allowed | ✓ Gap 4.17 eV — transparent at 775nm | △ n=1.56 — weak confinement | △ Piezo=0.25 C/m² — moderate,1,0.0782,0.2675,0.334,0.0782,0.5119,0.4566
mp-560632,NaGaSiO4,3.8215,0.0,-2.710485432220855,3.251052746227133,6,P6_3,Hexagonal,4,42,"['Ga', 'Na', 'O', 'Si']",True,0.251467096853648,1.6383110195157289,7.509447316662299,2.684062996666667,9,✓ Noncentro (6) — χ⁽²⁾ allowed | ✓ Gap 3.82 eV — transparent at 775nm | △ n=1.64 — weak confinement | △ Piezo=0.25 C/m² — moderate,1,0.0757,0.2306,0.333,0.0757,0.5251,0.4566
mp-15701,MgSiN2,3.4715,0.0293443693749999,-1.3166643900000006,3.1790317199306446,-42m,I-42d,Tetragonal,3,8,"['Mg', 'N', 'Si']",True,1.14581,2.11501773830229,9.02309213,4.4733000333333335,10,✓ Noncentro (-42m) — χ⁽²⁾ allowed | ✓ Gap 3.47 eV — transparent at 775nm | ✓ n=2.12 — ideal waveguide confinement | ✓ Piezo=1.15 C/m² — strong χ⁽²⁾ proxy,1,0.3035,0.1072,1.309,0.3035,0.5718,0.4564
mp-41472,Ca5P3HO13,5.1982,0.0,-3.222599094099027,3.1781734921454854,6,P6_3,Hexagonal,4,44,"['Ca', 'H', 'O', 'P']",True,0.247918360643693,1.7131474153343218,11.408964869991182,2.934874066666667,9,✓ Noncentro (6) — χ⁽²⁾ allowed | ✓ Gap 5.20 eV — transparent at 775nm | △ n=1.71 — weak confinement | △ Piezo=0.25 C/m² — moderate,1,0.073,0.2016,0.328,0.073,0.5357,0.4564
mp-29877,K2ReH9,5.2131,0.0,-0.3250971876736107,3.148111860803229,-6m2,P-62m,Hexagonal,3,36,"['H', 'K', 'Re']",True,0.248123760764914,1.656272668775686,8.259365513567653,2.743239153333333,9,✓ Noncentro (-6m2) — χ⁽²⁾ allowed | ✓ Gap 5.21 eV — transparent at 775nm | △ n=1.66 — weak confinement | △ Piezo=0.25 C/m² — moderate,1,0.0743,0.2231,0.329,0.0743,0.5278,0.4564
mp-23147,Na4Al3Si3BrO12,4.609800000000001,0.0,-3.0370109358920545,2.3856954307510696,-43m,P-43n,Cubic,5,46,"['Al', 'Br', 'Na', 'O', 'Si']",True,0.24373,1.5248753653987597,5.431376413333332,2.32524488,9,✓ Noncentro (-43m) — χ⁽²⁾ allowed | ✓ Gap 4.61 eV — transparent at 775nm | △ n=1.52 — weak confinement | △ Piezo=0.24 C/m² — moderate,1,0.076,0.2859,0.321,0.076,0.5054,0.4562
mp-777422,DyHO2,4.728,0.0079306553124984,-2.9752240794791653,7.051926211333882,mm2,Pmn2_1,Orthorhombic,3,8,"['Dy', 'H', 'O']",True,1.124530517949602,1.9103274684374576,13.792061679999998,3.649351036666666,10,✓ Noncentro (mm2) — χ⁽²⁾ allowed | ✓ Gap 4.73 eV — transparent at 775nm | ✓ n=1.91 — ideal waveguide confinement | ✓ Piezo=1.12 C/m² — strong χ⁽²⁾ proxy,1,0.3135,0.1454,1.304,0.3135,0.5569,0.4562
mp-23651,Na4Al3Ge3IO12,3.4006,0.0,-2.546126431326837,3.0505742138462013,-43m,P-43n,Cubic,5,46,"['Al', 'Ge', 'I', 'Na', 'O']",True,0.239959999999999,1.6016353673667425,5.731621233333333,2.56523585,9,✓ Noncentro (-43m) — χ⁽²⁾ allowed | ✓ Gap 3.40 eV — transparent at 775nm | △ n=1.60 — weak confinement | △ Piezo=0.24 C/m² — moderate,1,0.0731,0.2468,0.318,0.0731,0.5193,0.4561
mp-632229,HBr,4.9402,0.0,-0.5173321306249998,2.8002586570336008,mm2,Cmc2_1,Orthorhombic,2,4,"['Br', 'H']",True,0.241762380241426,1.5814582532165262,3.658788433333333,2.5010102066666664,9,✓ Noncentro (mm2) — χ⁽²⁾ allowed | ✓ Gap 4.94 eV — transparent at 775nm | △ n=1.58 — weak confinement | △ Piezo=0.24 C/m² — moderate,1,0.0741,0.2563,0.32,0.0741,0.5159,0.4561
mp-1019509,B2S2O9,6.6956,0.0,-2.08880626448718,2.710548114166567,2,C2,Monoclinic,3,13,"['B', 'O', 'S']",True,0.237062596774034,1.605534936814934,5.12768886,2.5777424333333334,9,✓ Noncentro (2) — χ⁽²⁾ allowed | ✓ Gap 6.70 eV — transparent at 775nm | △ n=1.61 — weak confinement | △ Piezo=0.24 C/m² — moderate,1,0.0721,0.245,0.314,0.0721,0.5199,0.4559
mp-18502,BaSi3SnO9,3.7306,0.0,-3.0927430771428583,3.9819032863908688,-6m2,P-6c2,Hexagonal,4,28,"['Ba', 'O', 'Si', 'Sn']",True,0.236516618043694,1.699275215103977,7.964647189999535,2.887536256666668,9,✓ Noncentro (-6m2) — χ⁽²⁾ allowed | ✓ Gap 3.73 eV — transparent at 775nm | △ n=1.70 — weak confinement | △ Piezo=0.24 C/m² — moderate,1,0.0699,0.2066,0.314,0.0699,0.5339,0.4559
mp-557391,Na2Ca2(CO3)3,4.7887,0.0,-2.4624030520474145,2.6441742815944664,mm2,Amm2,Orthorhombic,4,16,"['C', 'Ca', 'Na', 'O']",True,0.235922734385645,1.5965163471341803,8.161285729999998,2.548864446666667,9,✓ Noncentro (mm2) — χ⁽²⁾ allowed | ✓ Gap 4.79 eV — transparent at 775nm | △ n=1.60 — weak confinement | △ Piezo=0.24 C/m² — moderate,1,0.0719,0.2491,0.313,0.0719,0.5184,0.4559
