material_id,formula,band_gap,hull_eV,formation_eV,density,point_group,spacegroup,crystal_system,piezoelectric_modulus,refractive_index,e_total,e_electronic,photonic_score,photonic_notes,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber
mp-2714963,Na4MgSc(PO4)3,4.5314,0.0,-2.900364950687896,2.812904591173395,3m,R3c,Trigonal,0.0,,,,7,✓ Noncentro (3m) — χ⁽²⁾ allowed | ✓ Gap 4.53 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data,8.0,21.0,13.0,10.380952380952381,2.72108843537415,8.0,2.0,87.0,85.0,65.71428571428571,29.482993197278915,87.0,15.9994,44.955912,28.956511999999996,21.244479767619048,5.994376877278912,15.9994,54.8,1814.0,1759.2,277.61809523809524,254.64925170068025,54.8,1.0,16.0,15.0,11.714285714285714,5.836734693877552,16.0,2.0,4.0,2.0,2.4761904761904763,0.54421768707483,2.0,66.0,170.0,104.0,99.42857142857143,38.20408163265306,66.0,0.93,3.44,2.51,2.5828571428571427,0.9795918367346937,3.44,1.0,2.0,1.0,1.8095238095238095,0.30839002267573695,2.0,0.0,4.0,4.0,2.7142857142857144,1.5510204081632653,4.0,0.0,1.0,1.0,0.047619047619047616,0.09070294784580499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,4.571428571428571,1.7551020408163265,6.0,0.0,1.0,1.0,0.19047619047619047,0.30839002267573695,0.0,0.0,3.0,3.0,1.5714285714285714,0.8979591836734694,2.0,0.0,9.0,9.0,0.42857142857142855,0.8163265306122449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,2.1904761904761907,0.8798185941043085,2.0,9.105,29.2433333333,20.1383333333,16.146145124704763,8.047022999662586,9.105,0.0,1.625,1.625,0.23214285714285715,0.3979591836734694,0.0,0.0,6.35e-06,6.35e-06,3.023809523809524e-07,5.759637188208616e-07,0.0,2.0,229.0,227.0,69.23809523809524,84.62585034013607,12.0
mp-780876,Li6Fe(OF)3,2.7067,0.0934296212499985,-2.4516761436538466,2.2631882883404644,m,R3m,Trigonal,1.141894489784428,1.5653497500558782,6.091802876608438,2.45031984,7,✓ Noncentro (m) — χ⁽²⁾ allowed | △ Gap 2.71 eV — marginal TPA risk | △ n=1.57 — weak confinement | ✓ Piezo=1.14 C/m² — strong χ⁽²⁾ proxy,3.0,26.0,23.0,7.3076923076923075,3.9763313609467463,3.0,1.0,93.0,92.0,46.23076923076923,41.751479289940825,1.0,6.941,55.845,48.903999999999996,15.575723815384615,7.9705142911242595,6.941,53.5,1811.0,1757.5,373.69538461538457,294.9649704142012,453.69,1.0,17.0,16.0,8.692307692307692,7.207100591715977,1.0,2.0,4.0,2.0,2.1538461538461537,0.28402366863905315,2.0,57.0,132.0,75.0,97.61538461538461,33.337278106508876,128.0,0.98,3.98,3.0,2.3053846153846154,1.296568047337278,0.98,1.0,2.0,1.0,1.5384615384615385,0.4970414201183431,1.0,0.0,5.0,5.0,2.076923076923077,2.2366863905325443,0.0,0.0,6.0,6.0,0.46153846153846156,0.8520710059171598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,7.0,4.076923076923077,2.8402366863905324,1.0,0.0,1.0,1.0,0.46153846153846156,0.4970414201183432,1.0,0.0,2.0,2.0,0.6923076923076923,0.7455621301775148,0.0,0.0,4.0,4.0,0.3076923076923077,0.5680473372781065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,1.4615384615384615,0.6390532544378698,1.0,9.105,16.5933333333,7.488333333299998,12.825192307676925,3.4782840236520705,16.5933333333,0.0,1.97,1.97,0.45461538461538464,0.6994082840236686,0.0,0.0,2.1106628,2.1106628,0.16235867692307693,0.2997390958579882,0.0,12.0,229.0,217.0,129.53846153846155,107.11242603550296,229.0
mp-1020162,Na4Mg3P4O15,4.7301,0.0,-2.839377823426487,2.7525343968063654,mm2,Pna2_1,Orthorhombic,0.0,,,,7,✓ Noncentro (mm2) — χ⁽²⁾ allowed | ✓ Gap 4.73 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data,8.0,15.0,7.0,10.0,2.3076923076923075,8.0,2.0,87.0,85.0,71.11538461538461,21.985207100591715,87.0,15.9994,30.973762,14.974362000000001,20.33692788923077,5.00483987218935,15.9994,54.8,923.0,868.2,243.98769230769227,218.29349112426036,54.8,1.0,16.0,15.0,11.923076923076923,5.650887573964496,16.0,2.0,3.0,1.0,2.423076923076923,0.4881656804733728,2.0,66.0,166.0,100.0,96.34615384615384,35.014792899408285,66.0,0.93,3.44,2.51,2.615769230769231,0.9510355029585796,3.44,1.0,2.0,1.0,1.8461538461538463,0.26035502958579876,2.0,0.0,4.0,4.0,2.769230769230769,1.4911242603550297,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,4.615384615384615,1.7159763313609468,6.0,0.0,1.0,1.0,0.15384615384615385,0.26035502958579887,0.0,0.0,3.0,3.0,1.6153846153846154,0.8698224852071005,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.7692307692307692,0.6449704142011835,2.0,9.105,29.2433333333,20.1383333333,15.865357142846156,7.800412087899408,9.105,0.0,1.625,1.625,0.25,0.4230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,229.0,227.0,64.84615384615384,80.31360946745562,12.0
mp-772232,Tm2P4O13,5.6294,0.0056825097368431,-3.17626552150376,4.411756401509963,222,C222_1,Orthorhombic,0.02975,1.658186498356965,7.198874403333334,2.749582463333333,7,✓ Noncentro (222) — χ⁽²⁾ allowed | ✓ Gap 5.63 eV — transparent at 775nm | △ n=1.66 — weak confinement | — Piezo=0.030 C/m² — weak or no data,8.0,69.0,61.0,15.894736842105264,11.18005540166205,8.0,37.0,87.0,50.0,80.89473684210526,9.2409972299169,87.0,15.9994,168.93421,152.93481,35.25029831578947,28.14398140720221,15.9994,54.8,1818.0,1763.2,295.6631578947368,329.602216066482,54.8,3.0,16.0,13.0,14.421052631578947,2.404432132963989,16.0,2.0,6.0,4.0,2.6315789473684212,0.8642659279778394,2.0,66.0,190.0,124.0,87.6842105263158,29.673130193905816,66.0,1.25,3.44,2.19,2.946315789473684,0.6755678670360111,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,3.3684210526315788,0.8642659279778394,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,1.368421052631579,2.4487534626038783,0.0,5.0,15.0,10.0,6.7368421052631575,1.7396121883656506,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.42105263157894735,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.10526315789473684,0.18836565096952906,0.0,1.0,3.0,2.0,2.1052631578947367,0.3767313019390581,2.0,9.105,29.78,20.675,14.11610275688421,6.8572985094205,9.105,0.0,1.625,1.625,0.34210526315789475,0.5401662049861496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,194.0,192.0,29.05263157894737,34.72576177285318,12.0
mp-1225259,K5Mo8As(H3O16)2,3.4022,0.0,-1.92209743079327,3.3213681008468408,222,C222_1,Orthorhombic,0.0,,,,7,✓ Noncentro (222) — χ⁽²⁾ allowed | ✓ Gap 3.40 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data,1.0,42.0,41.0,13.961538461538462,10.328402366863905,8.0,3.0,92.0,89.0,73.75,20.91346153846154,87.0,1.00794,95.96,94.95205999999999,29.925414230769228,23.812973106508874,15.9994,14.01,2896.0,2881.99,534.1982692307693,748.0852144970414,54.8,1.0,16.0,15.0,11.26923076923077,5.965976331360947,16.0,1.0,5.0,4.0,2.576923076923077,1.0739644970414202,2.0,31.0,203.0,172.0,89.6923076923077,42.70414201183432,66.0,0.82,3.44,2.62,2.823846153846154,0.758343195266272,3.44,1.0,2.0,1.0,1.6346153846153846,0.46375739644970415,2.0,0.0,4.0,4.0,2.519230769230769,1.8409763313609466,4.0,0.0,10.0,10.0,0.9615384615384616,1.5902366863905326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,14.0,5.115384615384615,1.7411242603550297,6.0,0.0,1.0,1.0,0.36538461538461536,0.4637573964497041,0.0,0.0,3.0,3.0,1.2884615384615385,0.9415680473372781,2.0,0.0,5.0,5.0,0.7692307692307693,1.301775147928994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,2.423076923076923,1.1227810650887575,2.0,6.615,73.1066666667,66.4916666667,16.236121794875,11.165061637086536,9.105,0.0,7.853,7.853,0.9061153846153845,1.6031272189349113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,90.21153846153847,96.26035502958578,12.0
mp-866662,K5La4Si4O16F,4.6591000000000005,0.0,-3.3110585740416667,4.2765692204153245,-4,I-4,Tetragonal,0.0,,,,7,✓ Noncentro (-4) — χ⁽²⁾ allowed | ✓ Gap 4.66 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data,8.0,57.0,49.0,17.2,11.213333333333333,8.0,3.0,93.0,90.0,62.13333333333333,32.81333333333334,87.0,15.9994,138.90547,122.90607000000001,37.94813944,27.305341669333334,15.9994,53.5,1687.0,1633.5,471.0983333333333,516.7475555555556,54.8,1.0,17.0,16.0,11.533333333333333,5.786666666666666,16.0,2.0,6.0,4.0,3.0,1.1333333333333333,2.0,57.0,207.0,150.0,113.33333333333333,54.86666666666666,66.0,0.82,3.98,3.16,2.504,1.0968000000000002,3.44,1.0,2.0,1.0,1.8333333333333333,0.2777777777777778,2.0,0.0,5.0,5.0,2.566666666666667,1.691111111111111,4.0,0.0,1.0,1.0,0.13333333333333333,0.23111111111111116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,6.0,4.533333333333333,1.728888888888889,6.0,0.0,1.0,1.0,0.16666666666666666,0.2777777777777778,0.0,0.0,4.0,4.0,1.6333333333333333,1.0222222222222221,2.0,0.0,9.0,9.0,1.2,2.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,8.0,3.0,1.8666666666666667,2.0,9.105,73.1066666667,64.00166666669999,25.00902777778333,19.202805555563334,9.105,0.0,1.97,1.97,0.16873333333333335,0.28122222222222226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,101.2,100.89333333333335,12.0
mp-557237,K5In3(SiO3)7,3.4923,0.0,-2.8100615634375004,3.145135260579621,mm2,Pna2_1,Orthorhombic,0.0,,,,7,✓ Noncentro (mm2) — χ⁽²⁾ allowed | ✓ Gap 3.49 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data,8.0,49.0,41.0,14.11111111111111,7.1728395061728385,8.0,3.0,87.0,84.0,72.58333333333333,19.32870370370371,87.0,15.9994,114.818,98.8186,29.792538888888892,16.755843827160493,15.9994,54.8,1687.0,1632.2,442.5472222222222,483.9538580246913,54.8,1.0,16.0,15.0,13.277777777777779,3.4567901234567895,16.0,2.0,5.0,3.0,2.7222222222222223,0.8425925925925926,2.0,66.0,203.0,137.0,100.11111111111111,39.79629629629629,66.0,0.82,3.44,2.62,2.638333333333333,0.9352777777777779,3.44,1.0,2.0,1.0,1.8611111111111112,0.23919753086419748,2.0,0.0,4.0,4.0,2.8055555555555554,1.3935185185185184,4.0,0.0,10.0,10.0,0.8333333333333334,1.5277777777777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,12.0,5.5,1.8333333333333333,6.0,0.0,1.0,1.0,0.1388888888888889,0.2391975308641975,0.0,0.0,5.0,5.0,2.361111111111111,1.0771604938271606,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.5,1.0,2.0,9.105,73.1066666667,64.00166666669999,21.461064814819444,14.812489711941359,9.105,0.0,0.773,0.773,0.15030555555555558,0.24215895061728399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,94.52777777777777,96.28240740740742,12.0
mp-1203773,K5In(MoO4)4,3.4823,0.0,-2.1462659864583338,3.5002242376197663,m,Cc,Monoclinic,0.0,,,,7,✓ Noncentro (m) — χ⁽²⁾ allowed | ✓ Gap 3.48 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data,8.0,49.0,41.0,16.923076923076923,10.98224852071006,8.0,3.0,87.0,84.0,64.6923076923077,28.24852071005917,87.0,15.9994,114.818,98.8186,36.54384230769231,25.2854674556213,15.9994,54.8,2896.0,2841.2,560.5076923076923,718.6130177514793,54.8,1.0,16.0,15.0,11.461538461538462,5.70414201183432,16.0,2.0,5.0,3.0,2.9615384615384617,1.183431952662722,2.0,66.0,203.0,137.0,108.8076923076923,52.68639053254438,66.0,0.82,3.44,2.62,2.6753846153846155,0.9410650887573964,3.44,1.0,2.0,1.0,1.6538461538461537,0.45266272189349116,2.0,0.0,4.0,4.0,2.5,1.8461538461538463,4.0,0.0,10.0,10.0,1.1538461538461537,1.863905325443787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,12.0,5.3076923076923075,1.6568047337278107,6.0,0.0,1.0,1.0,0.34615384615384615,0.45266272189349116,0.0,0.0,5.0,5.0,1.4230769230769231,0.985207100591716,2.0,0.0,5.0,5.0,0.7692307692307693,1.301775147928994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,2.5384615384615383,1.2544378698224852,2.0,9.105,73.1066666667,64.00166666669999,23.00897435898077,19.36457593689349,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,92.0,98.46153846153847,12.0
mp-23149,K4Al3Si3ClO12,4.5845,0.0238007272826097,-3.0806660071304357,2.216488645901595,-43m,P-43n,Cubic,0.007069999999999,1.5067359556338995,4.665086376666667,2.2702532400000006,7,✓ Noncentro (-43m) — χ⁽²⁾ allowed | ✓ Gap 4.58 eV — transparent at 775nm | △ n=1.51 — weak confinement | — Piezo=0.007 C/m² — weak or no data,8.0,19.0,11.0,11.73913043478261,3.9017013232514177,8.0,3.0,94.0,91.0,69.69565217391305,23.198487712665404,87.0,15.9994,39.0983,23.0989,23.871309382608693,8.214166312287336,15.9994,54.8,1687.0,1632.2,436.3795652173913,455.92457466918717,54.8,1.0,17.0,16.0,12.782608695652174,4.098298676748582,16.0,2.0,4.0,2.0,2.652173913043478,0.6805293005671078,2.0,66.0,203.0,137.0,104.43478260869566,40.31758034026465,66.0,0.82,3.44,2.62,2.532608695652174,1.001398865784499,3.44,1.0,2.0,1.0,1.826086956521739,0.2873345935727789,2.0,0.0,5.0,5.0,2.6956521739130435,1.5614366729678637,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,6.0,4.521739130434782,1.7580340264650285,6.0,0.0,1.0,1.0,0.17391304347826086,0.2873345935727788,0.0,0.0,5.0,5.0,2.260869565217391,1.168241965973535,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.4347826086956523,1.0775047258979207,2.0,9.105,73.1066666667,64.00166666669999,23.345398550730437,17.408449905491114,9.105,0.0,2.493,2.493,0.2092173913043478,0.3456635160680529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,107.82608695652173,103.80340264650283,12.0
mp-1204742,Nd2H6Se7O20,3.5475000000000003,0.0,-1.6499375171830366,4.032517023844576,mm2,Pna2_1,Orthorhombic,0.0,,,,7,✓ Noncentro (mm2) — χ⁽²⁾ allowed | ✓ Gap 3.55 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data,1.0,60.0,59.0,14.971428571428572,12.757551020408163,8.0,19.0,92.0,73.0,84.37142857142857,7.47102040816327,87.0,1.00794,144.242,143.23406,33.349704,30.917523657142855,15.9994,14.01,1294.0,1279.99,206.45885714285714,239.30687346938774,54.8,1.0,16.0,15.0,12.685714285714285,5.113469387755103,16.0,1.0,6.0,5.0,2.4571428571428573,1.0220408163265307,2.0,31.0,201.0,170.0,78.51428571428572,30.592653061224492,66.0,1.14,3.44,2.3,2.9179999999999997,0.5965714285714286,3.44,1.0,2.0,1.0,1.8285714285714285,0.2840816326530613,2.0,0.0,4.0,4.0,3.085714285714286,1.410612244897959,4.0,0.0,10.0,10.0,2.0,3.2,0.0,0.0,4.0,4.0,0.22857142857142856,0.4310204081632653,0.0,1.0,16.0,15.0,7.142857142857143,3.5428571428571427,6.0,0.0,1.0,1.0,0.17142857142857143,0.28408163265306124,0.0,0.0,2.0,2.0,1.542857142857143,0.7053061224489795,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.5714285714285714,1.077551020408163,0.0,1.0,10.0,9.0,2.2857142857142856,0.8816326530612244,2.0,6.615,34.81,28.195,13.51,7.3982857142857155,9.105,0.0,7.853,7.853,1.5060285714285715,2.1761044897959185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,54.0,64.0,12.0
mp-1218822,Sr2LiB10H3O19,5.7572,0.0,-2.769666489821484,2.952046175123426,1,P1,Triclinic,0.0,,,,7,✓ Noncentro (1) — χ⁽²⁾ allowed | ✓ Gap 5.76 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data,1.0,38.0,37.0,8.114285714285714,3.4155102040816323,8.0,1.0,92.0,91.0,76.17142857142858,14.470204081632652,87.0,1.00794,87.62,86.61206,17.065811999999998,8.063335771428571,15.9994,14.01,2348.0,2333.99,774.7691428571428,930.4440163265306,54.8,1.0,16.0,15.0,12.628571428571428,3.87265306122449,16.0,1.0,5.0,4.0,2.085714285714286,0.3330612244897961,2.0,31.0,195.0,164.0,77.28571428571429,20.187755102040818,66.0,0.95,3.44,2.49,2.721142857142857,0.780473469387755,3.44,1.0,2.0,1.0,1.8857142857142857,0.20244897959183678,2.0,0.0,4.0,4.0,2.4571428571428573,1.6751020408163264,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,4.3428571428571425,1.7991836734693878,6.0,0.0,1.0,1.0,0.11428571428571428,0.20244897959183672,0.0,0.0,5.0,5.0,2.5142857142857142,1.420408163265306,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.6285714285714286,1.3551020408163266,2.0,6.615,54.23,47.614999999999995,11.131952380951429,5.237570068025469,9.105,0.0,7.853,7.853,1.108542857142857,1.3935967346938773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,89.97142857142858,84.65469387755101,12.0
mp-766094,NbO2F,2.898,0.0668679681250008,-3.100550788124999,3.7643658863906175,222,P2_12_12_1,Orthorhombic,0.5623899999999991,2.025471162470599,17.57201035333333,4.10253343,7,✓ Noncentro (222) — χ⁽²⁾ allowed | △ Gap 2.90 eV — marginal TPA risk | ✓ n=2.03 — ideal waveguide confinement | △ Piezo=0.56 C/m² — moderate,8.0,41.0,33.0,16.5,12.25,8.0,47.0,93.0,46.0,78.5,15.75,87.0,15.9994,92.90638,76.90698,35.9758958,28.4652421,15.9994,53.5,2750.0,2696.5,728.275,1010.8625000000001,54.8,5.0,17.0,12.0,13.5,4.25,16.0,2.0,5.0,3.0,2.75,1.125,2.0,57.0,164.0,107.0,88.25,37.875,66.0,1.6,3.98,2.38,3.115,0.7574999999999998,3.44,1.0,2.0,1.0,1.75,0.375,2.0,0.0,5.0,5.0,3.25,1.625,4.0,0.0,4.0,4.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,2.0,6.0,0.5,6.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,2.0,2.0,1.25,0.75,2.0,0.0,6.0,6.0,1.5,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,6.0,3.0,2.0,2.0,9.105,18.18,9.075,11.524375,3.3278124999999994,9.105,0.0,1.97,1.97,0.4925,0.73875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,67.0,81.0,12.0
mp-1040450,Li5P(S2Cl)2,2.7793,0.0163354922916667,-1.4851054292757933,1.929199914194473,mm2,Amm2,Orthorhombic,0.5536831753801901,1.953545353965451,10.145147109995024,3.81633945,7,✓ Noncentro (mm2) — χ⁽²⁾ allowed | △ Gap 2.78 eV — marginal TPA risk | ✓ n=1.95 — ideal waveguide confinement | △ Piezo=0.55 C/m² — moderate,3.0,17.0,14.0,10.666666666666666,6.388888888888889,3.0,1.0,94.0,93.0,52.333333333333336,42.77777777777778,1.0,6.941,35.453,28.512000000000004,22.070396833333334,12.607830694444445,6.941,171.6,453.69,282.09000000000003,373.5325,76.68291666666666,453.69,1.0,17.0,16.0,9.833333333333334,7.361111111111111,1.0,2.0,3.0,1.0,2.5833333333333335,0.4861111111111111,2.0,102.0,128.0,26.0,114.25,11.458333333333334,128.0,0.98,3.16,2.18,1.9775,0.8312500000000002,0.98,1.0,2.0,1.0,1.5833333333333333,0.48611111111111116,1.0,0.0,5.0,5.0,2.4166666666666665,2.013888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,6.0,4.0,2.5,1.0,0.0,1.0,1.0,0.4166666666666667,0.486111111111111,1.0,0.0,3.0,3.0,1.0833333333333333,0.9305555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.5,0.5833333333333334,1.0,16.5933333333,25.786875,9.1935416667,21.473283730141663,4.066625330701389,16.5933333333,0.0,2.493,2.493,1.2849166666666667,1.0707638888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,229.0,227.0,129.58333333333334,82.84722222222223,229.0
mp-1211142,Li5IO6,3.6729,0.0,-1.8997626893055584,4.056541689293984,32,P3_112,Trigonal,0.0,,,,7,✓ Noncentro (32) — χ⁽²⁾ allowed | ✓ Gap 3.67 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data,3.0,53.0,50.0,9.666666666666666,7.222222222222221,8.0,1.0,96.0,95.0,51.916666666666664,42.43055555555555,87.0,6.941,126.90447,119.96347,21.467155833333333,17.572885694444444,15.9994,54.8,453.69,398.89,248.67499999999995,193.875,54.8,1.0,17.0,16.0,9.833333333333334,7.361111111111112,16.0,2.0,5.0,3.0,2.25,0.4583333333333333,2.0,66.0,139.0,73.0,97.91666666666667,31.916666666666668,66.0,0.98,3.44,2.46,2.35,1.1416666666666666,3.44,1.0,2.0,1.0,1.5833333333333333,0.48611111111111116,2.0,0.0,5.0,5.0,2.4166666666666665,2.013888888888889,4.0,0.0,10.0,10.0,0.8333333333333334,1.5277777777777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,16.0,4.833333333333333,3.1944444444444446,6.0,0.0,1.0,1.0,0.4166666666666667,0.486111111111111,0.0,0.0,2.0,2.0,1.0833333333333333,0.9166666666666666,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.5,0.5,2.0,9.105,43.015,33.91,15.050972222208332,5.945972222208333,9.105,0.0,1.062,1.062,0.08850000000000001,0.16225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,106.75,101.875,12.0
